District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age,Indicator,Value
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,16
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Agriculture,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Business,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Service,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Study,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Marriage,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Dependent,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Conflict,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Others,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Business,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Service,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Study,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Marriage,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,80
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Others,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Business,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Service,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Study,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,57
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,16
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Others,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Agriculture,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Business,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Service,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Study,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Marriage,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Dependent,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Conflict,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Others,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Business,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Service,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Study,48
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Dependent,479
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Others,17
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,96
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Agriculture,131
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Business,403
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Service,327
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Study,56
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Marriage,154
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Dependent,419
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Conflict,32
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Others,121
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,154
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Agriculture,66
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Business,62
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Service,16
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Study,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Marriage,24
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Dependent,49
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Conflict,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Others,48
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Reasons not stated,32
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Business,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Service,7
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Study,57
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,391
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Others,16
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,57
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,227
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Business,106
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Service,64
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Study,73
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,8432
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,951
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Others,120
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,1713
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Agriculture,15
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Business,16
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Service,7
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Study,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Marriage,1021
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Dependent,123
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Conflict,7
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Others,16
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,202
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Business,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Service,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Study,42
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Marriage,1
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Dependent,108
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Others,1
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,49
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Agriculture,133
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Business,375
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Service,427
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Study,11
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Marriage,157
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Dependent,231
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Conflict,16
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Others,65
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,270
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Agriculture,65
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Business,84
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Service,9
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Study,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Marriage,66
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Dependent,51
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Conflict,8
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Others,19
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Reasons not stated,17
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Business,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Service,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Study,65
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Marriage,33
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Dependent,179
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Others,8
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,88
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Agriculture,236
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Business,108
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Service,68
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Study,51
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Marriage,13815
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Dependent,382
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Conflict,16
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Others,93
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,2294
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Agriculture,80
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Business,2
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Service,1
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Study,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Marriage,2184
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Dependent,72
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Conflict,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Others,33
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Reasons not stated,321
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Business,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Service,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Study,25
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Dependent,327
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Others,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,32
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Agriculture,187
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Business,115
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Service,40
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Study,24
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Marriage,25
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Dependent,400
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Others,24
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,32
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Agriculture,42
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Business,84
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Service,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Study,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Marriage,26
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Dependent,55
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Conflict,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Others,33
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Business,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Service,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Study,24
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,281
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Others,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,49
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,170
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Business,42
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Service,25
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Study,16
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,2244
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,454
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Others,23
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,160
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Agriculture,33
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Business,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Service,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Study,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Marriage,236
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Dependent,61
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Conflict,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Others,8
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,29
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Business,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Service,17
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Study,17
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Dependent,65
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Others,8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,40
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Agriculture,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Business,227
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Service,337
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Study,70
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Marriage,8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Dependent,66
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Others,16
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,32
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Agriculture,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Business,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Service,8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Study,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Marriage,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Dependent,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Conflict,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Others,7
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Business,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Service,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Study,41
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Dependent,50
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Others,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Agriculture,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Business,40
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Service,96
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Study,56
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Marriage,263
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Dependent,178
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Conflict,8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Others,16
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,40
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Agriculture,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Business,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Service,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Study,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Marriage,8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Dependent,16
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Conflict,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Others,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Business,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Service,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Study,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Dependent,33
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Others,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Agriculture,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Business,64
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Service,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Study,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Marriage,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Dependent,25
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Others,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Agriculture,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Business,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Service,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Study,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Marriage,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Dependent,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Conflict,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Others,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Business,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Service,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Study,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Dependent,16
