District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Gender,Major field of study,In number
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50-54 Yrs,Female,Law,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50-54 Yrs,Female,Social & behavioural science,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50-54 Yrs,Female,Mathematics and statistics,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50-54 Yrs,Female,"Agriculture, forestry & fishery",0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50-54 Yrs,Female,Computing,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50-54 Yrs,Female,Journalism and information,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50-54 Yrs,Female,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50-54 Yrs,Female,Not stated,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55-59 Yrs,Female,Humanities and arts,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55-59 Yrs,Female,Business & administration,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55-59 Yrs,Female,Education,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55-59 Yrs,Female,Science,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55-59 Yrs,Female,Health,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55-59 Yrs,Female,"Engineering, manuf. and construction",0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55-59 Yrs,Female,Law,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55-59 Yrs,Female,Social & behavioural science,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55-59 Yrs,Female,Mathematics and statistics,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55-59 Yrs,Female,"Agriculture, forestry & fishery",0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55-59 Yrs,Female,Computing,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55-59 Yrs,Female,Journalism and information,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55-59 Yrs,Female,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55-59 Yrs,Female,Not stated,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,Humanities and arts,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,Business & administration,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,Education,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,Science,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,Health,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,"Engineering, manuf. and construction",0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,Law,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,Social & behavioural science,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,Mathematics and statistics,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,"Agriculture, forestry & fishery",0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,Computing,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,Journalism and information,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60-64 Yrs,Female,Not stated,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Yrs,Female,Humanities and arts,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Yrs,Female,Business & administration,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Yrs,Female,Education,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Yrs,Female,Science,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Yrs,Female,Health,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Yrs,Female,"Engineering, manuf. and construction",0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Yrs,Female,Law,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Yrs,Female,Social & behavioural science,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Yrs,Female,Mathematics and statistics,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Yrs,Female,"Agriculture, forestry & fishery",0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Yrs,Female,Computing,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Yrs,Female,Journalism and information,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Yrs,Female,Others,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Yrs,Female,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Humanities and arts,25
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Business & administration,46
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Education,47
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Science,20
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Health,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,"Engineering, manuf. and construction",0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Law,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Social & behavioural science,4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Mathematics and statistics,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,"Agriculture, forestry & fishery",1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Computing,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Journalism and information,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Others,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Male,Not stated,61
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Humanities and arts,150
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Business & administration,134
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Education,282
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Science,37
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Health,17
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,"Engineering, manuf. and construction",5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Law,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Social & behavioural science,14
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Mathematics and statistics,19
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,"Agriculture, forestry & fishery",1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Computing,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Journalism and information,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Others,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Male,Not stated,137
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Humanities and arts,107
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Business & administration,64
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Education,149
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Science,17
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Health,22
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,"Engineering, manuf. and construction",6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Law,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Social & behavioural science,13
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Mathematics and statistics,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,"Agriculture, forestry & fishery",4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Computing,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Journalism and information,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Others,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25-29 Yrs,Male,Not stated,83
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Humanities and arts,118
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Business & administration,43
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Education,105
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Science,17
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Health,14
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,"Engineering, manuf. and construction",2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Law,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Social & behavioural science,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Mathematics and statistics,9
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,"Agriculture, forestry & fishery",1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Computing,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Journalism and information,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Others,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30-34 Yrs,Male,Not stated,71
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Humanities and arts,129
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Business & administration,48
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Education,105
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Science,30
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Health,11
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,"Engineering, manuf. and construction",4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Law,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Social & behavioural science,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Mathematics and statistics,13
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,"Agriculture, forestry & fishery",3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Computing,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Journalism and information,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Others,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35-39 Yrs,Male,Not stated,79
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Humanities and arts,139
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Business & administration,53
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Education,101
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Science,21
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Health,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,"Engineering, manuf. and construction",2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Law,14
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Social & behavioural science,27
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Mathematics and statistics,11
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,"Agriculture, forestry & fishery",3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Computing,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Journalism and information,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Others,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40-44 Yrs,Male,Not stated,64
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Humanities and arts,86
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Business & administration,25
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Education,58
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Science,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Health,4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,"Engineering, manuf. and construction",1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Law,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Social & behavioural science,17
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Mathematics and statistics,4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,"Agriculture, forestry & fishery",6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Computing,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Journalism and information,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Others,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45-49 Yrs,Male,Not stated,44
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Humanities and arts,78
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Business & administration,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Education,34
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Science,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Health,4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,"Engineering, manuf. and construction",1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Law,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Social & behavioural science,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Mathematics and statistics,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,"Agriculture, forestry & fishery",1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Computing,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Journalism and information,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Others,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50-54 Yrs,Male,Not stated,40
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Humanities and arts,47
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Business & administration,12
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Education,32
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Science,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Health,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,"Engineering, manuf. and construction",2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Law,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Social & behavioural science,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Mathematics and statistics,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,"Agriculture, forestry & fishery",0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Computing,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Journalism and information,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Others,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55-59 Yrs,Male,Not stated,19
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Humanities and arts,36
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Business & administration,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Education,20
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Science,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Health,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,"Engineering, manuf. and construction",0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Law,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Social & behavioural science,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Mathematics and statistics,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,"Agriculture, forestry & fishery",0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Computing,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Journalism and information,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Others,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60-64 Yrs,Male,Not stated,18
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Humanities and arts,18
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Business & administration,4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Education,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Science,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Health,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,"Engineering, manuf. and construction",0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Law,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Social & behavioural science,4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Mathematics and statistics,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,"Agriculture, forestry & fishery",0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Computing,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Journalism and information,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Others,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65-69 Yrs,Male,Not stated,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Humanities and arts,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Business & administration,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Education,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Science,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Health,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,"Engineering, manuf. and construction",0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Law,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Social & behavioural science,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Mathematics and statistics,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,"Agriculture, forestry & fishery",0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Computing,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Journalism and information,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Others,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70-74 Yrs,Male,Not stated,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Humanities and arts,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Business & administration,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Education,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Science,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Health,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Yrs,Male,"Engineering, manuf. and construction",0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Law,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Social & behavioural science,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Mathematics and statistics,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Yrs,Male,"Agriculture, forestry & fishery",0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Computing,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Journalism and information,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Others,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Yrs,Male,Not stated,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Humanities and arts,56
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Business & administration,31
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Education,164
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Science,4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Health,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,"Engineering, manuf. and construction",1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Law,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Social & behavioural science,4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Mathematics and statistics,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,"Agriculture, forestry & fishery",1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Computing,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Journalism and information,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Others,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15-19 Yrs,Female,Not stated,97
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Humanities and arts,190
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Business & administration,64
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Education,558
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Science,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Health,35
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,"Engineering, manuf. and construction",2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Law,4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20-24 Yrs,Female,Social & behavioural science,15
