District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Gender,Population who are,Number
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Re-married,40
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Widow- Widower,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Divorced,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Separated,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Never Married,1905
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Single married,8244
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Mutiple married,30
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Re-married,112
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Widow- Widower,18
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Divorced,25
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Separated,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Never Married,275
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Single married,7889
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Mutiple married,55
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Re-married,219
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Widow- Widower,56
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Divorced,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Separated,19
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Never Married,111
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Single married,6129
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Mutiple married,71
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Re-married,222
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Widow- Widower,99
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Divorced,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Separated,12
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Never Married,58
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Single married,5912
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Mutiple married,67
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Re-married,305
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Widow- Widower,136
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Divorced,9
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Separated,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Never Married,52
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Single married,5113
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Mutiple married,64
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Re-married,345
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Widow- Widower,249
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Divorced,11
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Separated,18
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Never Married,21
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Single married,4487
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Mutiple married,76
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Re-married,323
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Widow- Widower,350
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Divorced,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Separated,25
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Never Married,32
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Single married,3601
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Mutiple married,77
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Re-married,306
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Widow- Widower,478
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Divorced,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Separated,26
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Never Married,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Single married,2829
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Mutiple married,53
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Re-married,249
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Widow- Widower,570
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Divorced,9
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Separated,22
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Never Married,12
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Single married,2308
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Mutiple married,50
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Re-married,211
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Widow- Widower,935
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Divorced,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Separated,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Never Married,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Single married,1612
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Mutiple married,36
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Re-married,151
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Widow- Widower,937
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Divorced,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Separated,17
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Never Married,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Single married,976
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Mutiple married,21
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Re-married,78
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Widow- Widower,754
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Divorced,4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Separated,17
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Never Married,18163
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Single married,63
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Mutiple married,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Re-married,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Widow- Widower,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Divorced,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Separated,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Never Married,13096
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Single married,743
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Mutiple married,4
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Re-married,2
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Widow- Widower,2
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Divorced,3
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Separated,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Never Married,4220
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Single married,3257
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Mutiple married,42
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Re-married,41
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Widow- Widower,3
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Divorced,8
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Separated,5
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Never Married,893
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Single married,4753
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Mutiple married,125
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Re-married,110
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Widow- Widower,6
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Divorced,12
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Separated,7
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Never Married,222
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Single married,4270
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Mutiple married,181
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Re-married,161
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Widow- Widower,8
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Divorced,21
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Separated,8
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Never Married,114
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Single married,4151
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Mutiple married,259
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Re-married,202
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Widow- Widower,14
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Divorced,16
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Separated,11
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Never Married,72
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Single married,3929
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Mutiple married,360
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Re-married,290
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Widow- Widower,25
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Divorced,14
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Separated,4
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Never Married,71
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Single married,3763
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Mutiple married,345
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Re-married,341
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Widow- Widower,38
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Divorced,15
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Separated,12
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Never Married,67
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Single married,3938
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Mutiple married,487
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Re-married,413
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Widow- Widower,76
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Divorced,15
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Separated,8
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Never Married,55
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Single married,3468
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Mutiple married,487
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Re-married,407
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Widow- Widower,102
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Divorced,10
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Separated,6
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Never Married,47
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Single married,3009
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Mutiple married,483
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Re-married,428
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Widow- Widower,139
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Divorced,11
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Separated,8
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Never Married,41
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Single married,2301
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Mutiple married,452
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Re-married,386
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Widow- Widower,210
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Divorced,5
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Separated,7
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Never Married,34
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Single married,1687
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Mutiple married,368
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Re-married,259
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Widow- Widower,226
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Divorced,3
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Separated,4
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Never Married,18267
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Single married,185
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Mutiple married,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Re-married,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Widow- Widower,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Divorced,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Separated,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Never Married,13300
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Single married,3981
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Mutiple married,11
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Re-married,31
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Widow- Widower,10
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Divorced,11
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Separated,7
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Never Married,3621
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Single married,11100
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Mutiple married,74
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Re-married,145
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Widow- Widower,21
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Divorced,38
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Separated,13
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Never Married,812
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Single married,10835
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Mutiple married,106
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Re-married,243
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Widow- Widower,54
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Divorced,21
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Separated,22
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Never Married,343
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Single married,8640
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Mutiple married,126
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Re-married,349
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Widow- Widower,91
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Divorced,24
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Separated,17
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Never Married,256
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Single married,7805
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Mutiple married,157
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Re-married,387
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Widow- Widower,156
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Divorced,15
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Separated,25
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Never Married,153
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Single married,6642
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Mutiple married,169
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Re-married,383
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Widow- Widower,222
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Divorced,15
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Separated,24
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Never Married,103
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Single married,5696
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Mutiple married,158
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Re-married,382
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Widow- Widower,296
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Divorced,15
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Separated,28
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Never Married,100
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Single married,5065
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Mutiple married,152
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Re-married,389
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Widow- Widower,447
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Divorced,13
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Separated,27
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Never Married,80
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Single married,4163
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Mutiple married,135
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Re-married,366
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Widow- Widower,537
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Divorced,11
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Separated,18
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Never Married,64
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Single married,3566
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Mutiple married,125
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Re-married,316
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Widow- Widower,859
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Divorced,13
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Separated,22
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Never Married,48
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Single married,2343
