District,Gender,Age-Group,Usual Activity performed,Value
Panchthar,Female,60 - 64 Years,Study,100
Panchthar,Female,60 - 64 Years,Non of activity,569
Panchthar,Female,60 - 64 Years,Activity not stated,0
Panchthar,Female,65 - 69 Years,Total Person,2023
Panchthar,Female,65 - 69 Years,Own agriculture,1212
Panchthar,Female,65 - 69 Years,Wage/salary earning,85
Panchthar,Female,65 - 69 Years,Own non- agricultural,293
Panchthar,Female,65 - 69 Years,Extended economic,355
Panchthar,Female,65 - 69 Years,Seeking job,39
Panchthar,Female,65 - 69 Years,Household chores,1035
Panchthar,Female,65 - 69 Years,Study,46
Panchthar,Female,65 - 69 Years,Non of activity,579
Panchthar,Female,65 - 69 Years,Activity not stated,8
Panchthar,Female,70 - 74 Years,Total Person,1509
Panchthar,Female,70 - 74 Years,Own agriculture,558
Panchthar,Female,70 - 74 Years,Wage/salary earning,22
Panchthar,Female,70 - 74 Years,Own non- agricultural,89
Panchthar,Female,70 - 74 Years,Extended economic,156
Panchthar,Female,70 - 74 Years,Seeking job,15
Panchthar,Female,70 - 74 Years,Household chores,743
Panchthar,Female,70 - 74 Years,Study,45
Panchthar,Female,70 - 74 Years,Non of activity,795
Panchthar,Female,70 - 74 Years,Activity not stated,0
Panchthar,Female,75+ Years,Total Person,1968
Panchthar,Female,75+ Years,Own agriculture,381
Panchthar,Female,75+ Years,Wage/salary earning,24
Panchthar,Female,75+ Years,Own non- agricultural,49
Panchthar,Female,75+ Years,Extended economic,97
Panchthar,Female,75+ Years,Seeking job,24
Panchthar,Female,75+ Years,Household chores,364
Panchthar,Female,75+ Years,Study,113
Panchthar,Female,75+ Years,Non of activity,1393
Panchthar,Female,75+ Years,Activity not stated,0
Ilam,Male,10 - 14 Years,Total Person,17730
Ilam,Male,10 - 14 Years,Own agriculture,2254
Ilam,Male,10 - 14 Years,Wage/salary earning,220
Ilam,Male,10 - 14 Years,Own non- agricultural,471
Ilam,Male,10 - 14 Years,Extended economic,775
Ilam,Male,10 - 14 Years,Seeking job,59
Ilam,Male,10 - 14 Years,Household chores,1831
Ilam,Male,10 - 14 Years,Study,16524
Ilam,Male,10 - 14 Years,Non of activity,2216
Ilam,Male,10 - 14 Years,Activity not stated,186
Ilam,Male,15 - 19 Years,Total Person,16687
Ilam,Male,15 - 19 Years,Own agriculture,5396
Ilam,Male,15 - 19 Years,Wage/salary earning,2015
Ilam,Male,15 - 19 Years,Own non- agricultural,1187
Ilam,Male,15 - 19 Years,Extended economic,1443
Ilam,Male,15 - 19 Years,Seeking job,738
Ilam,Male,15 - 19 Years,Household chores,1810
Ilam,Male,15 - 19 Years,Study,11782
Ilam,Male,15 - 19 Years,Non of activity,1919
Ilam,Male,15 - 19 Years,Activity not stated,136
Ilam,Male,20 - 24 Years,Total Person,11425
Ilam,Male,20 - 24 Years,Own agriculture,6382
Ilam,Male,20 - 24 Years,Wage/salary earning,3330
Ilam,Male,20 - 24 Years,Own non- agricultural,1718
Ilam,Male,20 - 24 Years,Extended economic,1783
Ilam,Male,20 - 24 Years,Seeking job,1139
Ilam,Male,20 - 24 Years,Household chores,1258
Ilam,Male,20 - 24 Years,Study,3323
Ilam,Male,20 - 24 Years,Non of activity,1415
Ilam,Male,20 - 24 Years,Activity not stated,119
Ilam,Male,25 - 29 Years,Total Person,9592
Ilam,Male,25 - 29 Years,Own agriculture,6621
Ilam,Male,25 - 29 Years,Wage/salary earning,3715
Ilam,Male,25 - 29 Years,Own non- agricultural,2111
Ilam,Male,25 - 29 Years,Extended economic,2007
Ilam,Male,25 - 29 Years,Seeking job,967
Ilam,Male,25 - 29 Years,Household chores,1341
Ilam,Male,25 - 29 Years,Study,834
Ilam,Male,25 - 29 Years,Non of activity,1076
Ilam,Male,25 - 29 Years,Activity not stated,105
Ilam,Male,30 - 34 Years,Total Person,8730
Ilam,Male,30 - 34 Years,Own agriculture,6491
Ilam,Male,30 - 34 Years,Wage/salary earning,3163
Ilam,Male,30 - 34 Years,Own non- agricultural,2028
Ilam,Male,30 - 34 Years,Extended economic,1933
Ilam,Male,30 - 34 Years,Seeking job,692
Ilam,Male,30 - 34 Years,Household chores,1193
Ilam,Male,30 - 34 Years,Study,170
Ilam,Male,30 - 34 Years,Non of activity,1136
Ilam,Male,30 - 34 Years,Activity not stated,44
Ilam,Male,35 - 39 Years,Total Person,8003
Ilam,Male,35 - 39 Years,Own agriculture,6067
Ilam,Male,35 - 39 Years,Wage/salary earning,2768
Ilam,Male,35 - 39 Years,Own non- agricultural,1894
Ilam,Male,35 - 39 Years,Extended economic,1610
Ilam,Male,35 - 39 Years,Seeking job,554
Ilam,Male,35 - 39 Years,Household chores,1023
Ilam,Male,35 - 39 Years,Study,127
Ilam,Male,35 - 39 Years,Non of activity,832
Ilam,Male,35 - 39 Years,Activity not stated,34
Ilam,Male,40 - 44 Years,Total Person,8014
Ilam,Male,40 - 44 Years,Own agriculture,6286
Ilam,Male,40 - 44 Years,Wage/salary earning,2888
Ilam,Male,40 - 44 Years,Own non- agricultural,2026
Ilam,Male,40 - 44 Years,Extended economic,1790
Ilam,Male,40 - 44 Years,Seeking job,518
Ilam,Male,40 - 44 Years,Household chores,1061
Ilam,Male,40 - 44 Years,Study,99
Ilam,Male,40 - 44 Years,Non of activity,910
Ilam,Male,40 - 44 Years,Activity not stated,17
Ilam,Male,45 - 49 Years,Total Person,7261
Ilam,Male,45 - 49 Years,Own agriculture,5803
Ilam,Male,45 - 49 Years,Wage/salary earning,2296
Ilam,Male,45 - 49 Years,Own non- agricultural,1815
Ilam,Male,45 - 49 Years,Extended economic,1542
Ilam,Male,45 - 49 Years,Seeking job,495
Ilam,Male,45 - 49 Years,Household chores,956
Ilam,Male,45 - 49 Years,Study,67
Ilam,Male,45 - 49 Years,Non of activity,651
Ilam,Male,45 - 49 Years,Activity not stated,34
Ilam,Male,50 - 54 Years,Total Person,7182
Ilam,Male,50 - 54 Years,Own agriculture,5937
Ilam,Male,50 - 54 Years,Wage/salary earning,2142
Ilam,Male,50 - 54 Years,Own non- agricultural,1720
Ilam,Male,50 - 54 Years,Extended economic,1776
Ilam,Male,50 - 54 Years,Seeking job,415
Ilam,Male,50 - 54 Years,Household chores,1009
Ilam,Male,50 - 54 Years,Study,58
Ilam,Male,50 - 54 Years,Non of activity,980
Ilam,Male,50 - 54 Years,Activity not stated,17
Ilam,Male,55 - 59 Years,Total Person,5696
Ilam,Male,55 - 59 Years,Own agriculture,4768
Ilam,Male,55 - 59 Years,Wage/salary earning,1534
Ilam,Male,55 - 59 Years,Own non- agricultural,1448
Ilam,Male,55 - 59 Years,Extended economic,1627
Ilam,Male,55 - 59 Years,Seeking job,273
Ilam,Male,55 - 59 Years,Household chores,800
Ilam,Male,55 - 59 Years,Study,70
Ilam,Male,55 - 59 Years,Non of activity,1014
Ilam,Male,55 - 59 Years,Activity not stated,17
Ilam,Male,60 - 64 Years,Total Person,4581
Ilam,Male,60 - 64 Years,Own agriculture,3890
Ilam,Male,60 - 64 Years,Wage/salary earning,811
Ilam,Male,60 - 64 Years,Own non- agricultural,1014
Ilam,Male,60 - 64 Years,Extended economic,1198
Ilam,Male,60 - 64 Years,Seeking job,176
Ilam,Male,60 - 64 Years,Household chores,770
Ilam,Male,60 - 64 Years,Study,9
Ilam,Male,60 - 64 Years,Non of activity,1132
Ilam,Male,60 - 64 Years,Activity not stated,1
Ilam,Male,65 - 69 Years,Total Person,3298
Ilam,Male,65 - 69 Years,Own agriculture,2512
Ilam,Male,65 - 69 Years,Wage/salary earning,518
Ilam,Male,65 - 69 Years,Own non- agricultural,646
Ilam,Male,65 - 69 Years,Extended economic,782
Ilam,Male,65 - 69 Years,Seeking job,105
Ilam,Male,65 - 69 Years,Household chores,566
Ilam,Male,65 - 69 Years,Study,25
Ilam,Male,65 - 69 Years,Non of activity,1179
Ilam,Male,65 - 69 Years,Activity not stated,8
Ilam,Male,70 - 74 Years,Total Person,2318
Ilam,Male,70 - 74 Years,Own agriculture,1460
Ilam,Male,70 - 74 Years,Wage/salary earning,233
Ilam,Male,70 - 74 Years,Own non- agricultural,407
Ilam,Male,70 - 74 Years,Extended economic,375
Ilam,Male,70 - 74 Years,Seeking job,50
Ilam,Male,70 - 74 Years,Household chores,312
Ilam,Male,70 - 74 Years,Study,66
Ilam,Male,70 - 74 Years,Non of activity,1050
Ilam,Male,70 - 74 Years,Activity not stated,1
Ilam,Male,75+ Years,Total Person,3026
Ilam,Male,75+ Years,Own agriculture,1135
Ilam,Male,75+ Years,Wage/salary earning,178
Ilam,Male,75+ Years,Own non- agricultural,285
Ilam,Male,75+ Years,Extended economic,387
Ilam,Male,75+ Years,Seeking job,32
Ilam,Male,75+ Years,Household chores,318
Ilam,Male,75+ Years,Study,124
Ilam,Male,75+ Years,Non of activity,2042
Ilam,Male,75+ Years,Activity not stated,16
Ilam,Female,10 - 14 Years,Total Person,17258
Ilam,Female,10 - 14 Years,Own agriculture,1438
Ilam,Female,10 - 14 Years,Wage/salary earning,112
Ilam,Female,10 - 14 Years,Own non- agricultural,261
Ilam,Female,10 - 14 Years,Extended economic,482
Ilam,Female,10 - 14 Years,Seeking job,54
Ilam,Female,10 - 14 Years,Household chores,2865
Ilam,Female,10 - 14 Years,Study,16179
Ilam,Female,10 - 14 Years,Non of activity,1869
Ilam,Female,10 - 14 Years,Activity not stated,132
Ilam,Female,15 - 19 Years,Total Person,17746
Ilam,Female,15 - 19 Years,Own agriculture,5014
Ilam,Female,15 - 19 Years,Wage/salary earning,951
Ilam,Female,15 - 19 Years,Own non- agricultural,1024
Ilam,Female,15 - 19 Years,Extended economic,1654
Ilam,Female,15 - 19 Years,Seeking job,326
Ilam,Female,15 - 19 Years,Household chores,4872
Ilam,Female,15 - 19 Years,Study,12914
Ilam,Female,15 - 19 Years,Non of activity,1802
Ilam,Female,15 - 19 Years,Activity not stated,118
Ilam,Female,20 - 24 Years,Total Person,15377
Ilam,Female,20 - 24 Years,Own agriculture,8711
Ilam,Female,20 - 24 Years,Wage/salary earning,2040
Ilam,Female,20 - 24 Years,Own non- agricultural,2140
Ilam,Female,20 - 24 Years,Extended economic,3223
Ilam,Female,20 - 24 Years,Seeking job,472
Ilam,Female,20 - 24 Years,Household chores,7588
Ilam,Female,20 - 24 Years,Study,4650
Ilam,Female,20 - 24 Years,Non of activity,1657
Ilam,Female,20 - 24 Years,Activity not stated,104
Ilam,Female,25 - 29 Years,Total Person,13317
Ilam,Female,25 - 29 Years,Own agriculture,9316
Ilam,Female,25 - 29 Years,Wage/salary earning,2285
Ilam,Female,25 - 29 Years,Own non- agricultural,2213
Ilam,Female,25 - 29 Years,Extended economic,3029
Ilam,Female,25 - 29 Years,Seeking job,480
Ilam,Female,25 - 29 Years,Household chores,8181
Ilam,Female,25 - 29 Years,Study,1040
Ilam,Female,25 - 29 Years,Non of activity,1102
Ilam,Female,25 - 29 Years,Activity not stated,89
Ilam,Female,30 - 34 Years,Total Person,10735
Ilam,Female,30 - 34 Years,Own agriculture,8048
Ilam,Female,30 - 34 Years,Wage/salary earning,1648
Ilam,Female,30 - 34 Years,Own non- agricultural,2126
Ilam,Female,30 - 34 Years,Extended economic,2390
Ilam,Female,30 - 34 Years,Seeking job,281
Ilam,Female,30 - 34 Years,Household chores,6899
Ilam,Female,30 - 34 Years,Study,332
Ilam,Female,30 - 34 Years,Non of activity,941
Ilam,Female,30 - 34 Years,Activity not stated,70
Ilam,Female,35 - 39 Years,Total Person,9589
Ilam,Female,35 - 39 Years,Own agriculture,7508
Ilam,Female,35 - 39 Years,Wage/salary earning,1392
Ilam,Female,35 - 39 Years,Own non- agricultural,2021
Ilam,Female,35 - 39 Years,Extended economic,2289
Ilam,Female,35 - 39 Years,Seeking job,378
Ilam,Female,35 - 39 Years,Household chores,6244
Ilam,Female,35 - 39 Years,Study,244
Ilam,Female,35 - 39 Years,Non of activity,754
Ilam,Female,35 - 39 Years,Activity not stated,47
Ilam,Female,40 - 44 Years,Total Person,8826
Ilam,Female,40 - 44 Years,Own agriculture,7118
Ilam,Female,40 - 44 Years,Wage/salary earning,1328
Ilam,Female,40 - 44 Years,Own non- agricultural,1737
Ilam,Female,40 - 44 Years,Extended economic,2139
Ilam,Female,40 - 44 Years,Seeking job,239
Ilam,Female,40 - 44 Years,Household chores,5774
Ilam,Female,40 - 44 Years,Study,238
Ilam,Female,40 - 44 Years,Non of activity,729
Ilam,Female,40 - 44 Years,Activity not stated,33
Ilam,Female,45 - 49 Years,Total Person,7511
Ilam,Female,45 - 49 Years,Own agriculture,6155
Ilam,Female,45 - 49 Years,Wage/salary earning,1154
Ilam,Female,45 - 49 Years,Own non- agricultural,1393
Ilam,Female,45 - 49 Years,Extended economic,2026
Ilam,Female,45 - 49 Years,Seeking job,210
Ilam,Female,45 - 49 Years,Household chores,4847
Ilam,Female,45 - 49 Years,Study,196
Ilam,Female,45 - 49 Years,Non of activity,737
Ilam,Female,45 - 49 Years,Activity not stated,25
Ilam,Female,50 - 54 Years,Total Person,6760
Ilam,Female,50 - 54 Years,Own agriculture,5277
Ilam,Female,50 - 54 Years,Wage/salary earning,748
Ilam,Female,50 - 54 Years,Own non- agricultural,1223
Ilam,Female,50 - 54 Years,Extended economic,1699
Ilam,Female,50 - 54 Years,Seeking job,237
Ilam,Female,50 - 54 Years,Household chores,4477
Ilam,Female,50 - 54 Years,Study,139
Ilam,Female,50 - 54 Years,Non of activity,833
Ilam,Female,50 - 54 Years,Activity not stated,34
Ilam,Female,55 - 59 Years,Total Person,5155
Ilam,Female,55 - 59 Years,Own agriculture,3884
Ilam,Female,55 - 59 Years,Wage/salary earning,442
Ilam,Female,55 - 59 Years,Own non- agricultural,954
Ilam,Female,55 - 59 Years,Extended economic,1174
Ilam,Female,55 - 59 Years,Seeking job,181
Ilam,Female,55 - 59 Years,Household chores,3440
Ilam,Female,55 - 59 Years,Study,189
Ilam,Female,55 - 59 Years,Non of activity,822
Ilam,Female,55 - 59 Years,Activity not stated,17
Ilam,Female,60 - 64 Years,Total Person,4086
Ilam,Female,60 - 64 Years,Own agriculture,2767
Ilam,Female,60 - 64 Years,Wage/salary earning,328
Ilam,Female,60 - 64 Years,Own non- agricultural,621
Ilam,Female,60 - 64 Years,Extended economic,837
Ilam,Female,60 - 64 Years,Seeking job,110
Ilam,Female,60 - 64 Years,Household chores,2446
Ilam,Female,60 - 64 Years,Study,173
Ilam,Female,60 - 64 Years,Non of activity,966
Ilam,Female,60 - 64 Years,Activity not stated,26
Ilam,Female,65 - 69 Years,Total Person,2888
Ilam,Female,65 - 69 Years,Own agriculture,1468
Ilam,Female,65 - 69 Years,Wage/salary earning,163
Ilam,Female,65 - 69 Years,Own non- agricultural,300
Ilam,Female,65 - 69 Years,Extended economic,529
Ilam,Female,65 - 69 Years,Seeking job,92
Ilam,Female,65 - 69 Years,Household chores,1659
Ilam,Female,65 - 69 Years,Study,53
Ilam,Female,65 - 69 Years,Non of activity,1088
Ilam,Female,65 - 69 Years,Activity not stated,25
Ilam,Female,70 - 74 Years,Total Person,1886
Ilam,Female,70 - 74 Years,Own agriculture,652
Ilam,Female,70 - 74 Years,Wage/salary earning,52
Ilam,Female,70 - 74 Years,Own non- agricultural,135
Ilam,Female,70 - 74 Years,Extended economic,227
Ilam,Female,70 - 74 Years,Seeking job,28
Ilam,Female,70 - 74 Years,Household chores,897
Ilam,Female,70 - 74 Years,Study,71
Ilam,Female,70 - 74 Years,Non of activity,1030
Ilam,Female,70 - 74 Years,Activity not stated,17
Ilam,Female,75+ Years,Total Person,2609
Ilam,Female,75+ Years,Own agriculture,470
Ilam,Female,75+ Years,Wage/salary earning,48
Ilam,Female,75+ Years,Own non- agricultural,111
Ilam,Female,75+ Years,Extended economic,197
Ilam,Female,75+ Years,Seeking job,16
Ilam,Female,75+ Years,Household chores,789
Ilam,Female,75+ Years,Study,67
Ilam,Female,75+ Years,Non of activity,1990
Ilam,Female,75+ Years,Activity not stated,32
Jhapa,Male,10 - 14 Years,Total Person,47479
Jhapa,Male,10 - 14 Years,Own agriculture,968
Jhapa,Male,10 - 14 Years,Wage/salary earning,732
Jhapa,Male,10 - 14 Years,Own non- agricultural,185
Jhapa,Male,10 - 14 Years,Extended economic,541
Jhapa,Male,10 - 14 Years,Seeking job,216
Jhapa,Male,10 - 14 Years,Household chores,2086
Jhapa,Male,10 - 14 Years,Study,44336
Jhapa,Male,10 - 14 Years,Non of activity,2081
Jhapa,Male,10 - 14 Years,Activity not stated,239
Jhapa,Male,15 - 19 Years,Total Person,41657
Jhapa,Male,15 - 19 Years,Own agriculture,4126
Jhapa,Male,15 - 19 Years,Wage/salary earning,6078
Jhapa,Male,15 - 19 Years,Own non- agricultural,1007
Jhapa,Male,15 - 19 Years,Extended economic,1247
Jhapa,Male,15 - 19 Years,Seeking job,1443
Jhapa,Male,15 - 19 Years,Household chores,1826
Jhapa,Male,15 - 19 Years,Study,30495
Jhapa,Male,15 - 19 Years,Non of activity,2253
Jhapa,Male,15 - 19 Years,Activity not stated,142
Jhapa,Male,20 - 24 Years,Total Person,28595
Jhapa,Male,20 - 24 Years,Own agriculture,6128
Jhapa,Male,20 - 24 Years,Wage/salary earning,9638
Jhapa,Male,20 - 24 Years,Own non- agricultural,2947
Jhapa,Male,20 - 24 Years,Extended economic,1383
Jhapa,Male,20 - 24 Years,Seeking job,2267
Jhapa,Male,20 - 24 Years,Household chores,1219
Jhapa,Male,20 - 24 Years,Study,9614
Jhapa,Male,20 - 24 Years,Non of activity,2146
Jhapa,Male,20 - 24 Years,Activity not stated,99
Jhapa,Male,25 - 29 Years,Total Person,25455
Jhapa,Male,25 - 29 Years,Own agriculture,7827
Jhapa,Male,25 - 29 Years,Wage/salary earning,10999
Jhapa,Male,25 - 29 Years,Own non- agricultural,4346
Jhapa,Male,25 - 29 Years,Extended economic,1384
Jhapa,Male,25 - 29 Years,Seeking job,2316
Jhapa,Male,25 - 29 Years,Household chores,1151
Jhapa,Male,25 - 29 Years,Study,1970
Jhapa,Male,25 - 29 Years,Non of activity,1822
Jhapa,Male,25 - 29 Years,Activity not stated,42
Jhapa,Male,30 - 34 Years,Total Person,24966
Jhapa,Male,30 - 34 Years,Own agriculture,9272
Jhapa,Male,30 - 34 Years,Wage/salary earning,10254
Jhapa,Male,30 - 34 Years,Own non- agricultural,5433
Jhapa,Male,30 - 34 Years,Extended economic,1576
Jhapa,Male,30 - 34 Years,Seeking job,1834
Jhapa,Male,30 - 34 Years,Household chores,1033
Jhapa,Male,30 - 34 Years,Study,478
Jhapa,Male,30 - 34 Years,Non of activity,1608
Jhapa,Male,30 - 34 Years,Activity not stated,76
Jhapa,Male,35 - 39 Years,Total Person,24395
Jhapa,Male,35 - 39 Years,Own agriculture,9637
Jhapa,Male,35 - 39 Years,Wage/salary earning,10212
Jhapa,Male,35 - 39 Years,Own non- agricultural,5687
Jhapa,Male,35 - 39 Years,Extended economic,1589
Jhapa,Male,35 - 39 Years,Seeking job,1094
Jhapa,Male,35 - 39 Years,Household chores,876
Jhapa,Male,35 - 39 Years,Study,124
Jhapa,Male,35 - 39 Years,Non of activity,1706
Jhapa,Male,35 - 39 Years,Activity not stated,17
Jhapa,Male,40 - 44 Years,Total Person,22687
Jhapa,Male,40 - 44 Years,Own agriculture,10265
Jhapa,Male,40 - 44 Years,Wage/salary earning,8673
Jhapa,Male,40 - 44 Years,Own non- agricultural,5337
Jhapa,Male,40 - 44 Years,Extended economic,1547
Jhapa,Male,40 - 44 Years,Seeking job,964
Jhapa,Male,40 - 44 Years,Household chores,881
Jhapa,Male,40 - 44 Years,Study,60
Jhapa,Male,40 - 44 Years,Non of activity,1722
Jhapa,Male,40 - 44 Years,Activity not stated,50
Jhapa,Male,45 - 49 Years,Total Person,19456
Jhapa,Male,45 - 49 Years,Own agriculture,9705
Jhapa,Male,45 - 49 Years,Wage/salary earning,7126
Jhapa,Male,45 - 49 Years,Own non- agricultural,3985
Jhapa,Male,45 - 49 Years,Extended economic,1414
Jhapa,Male,45 - 49 Years,Seeking job,519
Jhapa,Male,45 - 49 Years,Household chores,753
Jhapa,Male,45 - 49 Years,Study,58
Jhapa,Male,45 - 49 Years,Non of activity,1294
Jhapa,Male,45 - 49 Years,Activity not stated,17
Jhapa,Male,50 - 54 Years,Total Person,17689
Jhapa,Male,50 - 54 Years,Own agriculture,9837
Jhapa,Male,50 - 54 Years,Wage/salary earning,5520
Jhapa,Male,50 - 54 Years,Own non- agricultural,3122
Jhapa,Male,50 - 54 Years,Extended economic,1418
Jhapa,Male,50 - 54 Years,Seeking job,495
Jhapa,Male,50 - 54 Years,Household chores,632
Jhapa,Male,50 - 54 Years,Study,68
Jhapa,Male,50 - 54 Years,Non of activity,1496
Jhapa,Male,50 - 54 Years,Activity not stated,8
Jhapa,Male,55 - 59 Years,Total Person,14121
Jhapa,Male,55 - 59 Years,Own agriculture,8160
Jhapa,Male,55 - 59 Years,Wage/salary earning,4037
Jhapa,Male,55 - 59 Years,Own non- agricultural,2408
Jhapa,Male,55 - 59 Years,Extended economic,1140
Jhapa,Male,55 - 59 Years,Seeking job,291
Jhapa,Male,55 - 59 Years,Household chores,724
Jhapa,Male,55 - 59 Years,Study,32
