District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Gender,Indicator,Value
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Female,European country,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,145
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,India,129
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,European country,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,Other countries,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,Country not stated,16
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,Total foreign born population,8
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,India,8
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,Middle East country,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,European country,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,Other countries,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,Country not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,80
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Male,India,80
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Male,European country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Male,Country not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,47
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Male,India,47
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Male,European country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Male,Other countries,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Male,Country not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Male,Total foreign born population,15
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Male,India,15
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Male,Middle East country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Male,European country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Male,Other countries,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Male,Country not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,95
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Female,India,95
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Female,European country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,82
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,India,64
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,European country,9
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,Other countries,9
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,15 - 59 Years,Female,Country not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,Total foreign born population,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,India,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,Middle East country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,European country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,Other countries,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,60+ Years,Female,Country not stated,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,640
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,India,608
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,European country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Other countries,16
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Country not stated,16
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,1797
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,India,1717
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,23
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Middle East country,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,European country,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Other countries,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Country not stated,24
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Male,Total foreign born population,305
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Male,India,297
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Male,ASEAN country,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Male,Middle East country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Male,European country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Male,Other countries,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Male,Country not stated,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,527
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,India,502
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,European country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Female,Country not stated,17
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,11686
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,India,11486
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,24
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Middle East country,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,16
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,European country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Other countries,24
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Female,Country not stated,129
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Female,Total foreign born population,1408
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Female,India,1368
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Female,ASEAN country,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Female,Middle East country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Female,European country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Female,Other countries,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,60+ Years,Female,Country not stated,24
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,201
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,India,200
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,European country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Male,Country not stated,1
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,1685
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,India,1642
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),8
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,1
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,European country,24
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,Other countries,1
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Male,Country not stated,8
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Male,Total foreign born population,319
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Male,India,302
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),1
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Male,Middle East country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Male,European country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Male,Other countries,8
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Male,Country not stated,8
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,374
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,India,374
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,European country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Bara,Narayani,Terai,Central,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,17063
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,India,16634
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),9
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,8
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,19
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,European country,42
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,Other countries,148
Bara,Narayani,Terai,Central,2068/69,2011/12,15 - 59 Years,Female,Country not stated,203
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Female,Total foreign born population,2693
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Female,India,2649
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),1
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Female,Middle East country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Female,Other Asian country,1
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Female,European country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Female,Other countries,25
Bara,Narayani,Terai,Central,2068/69,2011/12,60+ Years,Female,Country not stated,18
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,383
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,India,375
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,European country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,00 - 14 Years,Male,Country not stated,8
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,849
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,India,825
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,European country,8
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Other countries,16
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,15 - 59 Years,Male,Country not stated,0
