District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Sub-Indicator,Value
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Other district,Rural,51
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Other district,Urban,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Other district,Not stated,17
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Foreign country,,42
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Place not stated,,34
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Population aged 5 years & above,,3257
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Same district,,3216
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Other district,Total,33
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Other district,Rural,33
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Other district,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Foreign country,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Place not stated,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Population aged 5 years & above,,3319
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Same district,,3209
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Other district,Total,59
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Other district,Rural,42
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Other district,Urban,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Other district,Not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Foreign country,,42
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Place not stated,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Population aged 5 years & above,,3458
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Same district,,3419
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Other district,Total,39
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Other district,Rural,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Other district,Not stated,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Foreign country,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Place not stated,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Population aged 5 years & above,,3505
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Same district,,3472
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Other district,Total,25
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Other district,Rural,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Other district,Urban,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Other district,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Foreign country,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Place not stated,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Population aged 5 years & above,,3803
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Same district,,3773
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Other district,Total,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Other district,Rural,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Other district,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Foreign country,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Place not stated,,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Population aged 5 years & above,,3242
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Same district,,3242
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Other district,Total,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Other district,Rural,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Other district,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Foreign country,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Place not stated,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Population aged 5 years & above,,3161
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Same district,,3137
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Other district,Total,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Other district,Rural,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Other district,Not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Foreign country,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Place not stated,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Population aged 5 years & above,,2465
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Same district,,2449
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Other district,Total,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Other district,Rural,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Other district,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Foreign country,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Place not stated,,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Population aged 5 years & above,,2122
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Same district,,2115
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Other district,Total,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Other district,Rural,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Other district,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Foreign country,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Place not stated,,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Population aged 5 years & above,,2678
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Same district,,2670
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Other district,Total,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Other district,Rural,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Other district,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Foreign country,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Place not stated,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Population aged 5 years & above,,12316
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Same district,,12074
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Other district,Total,117
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Other district,Rural,109
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Other district,Not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Foreign country,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Place not stated,,117
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Population aged 5 years & above,,14276
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Same district,,14104
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Other district,Total,31
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Other district,Rural,31
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Other district,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Foreign country,,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Place not stated,,118
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Population aged 5 years & above,,13009
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Same district,,12639
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Other district,Total,346
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Other district,Rural,281
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Other district,Not stated,64
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Foreign country,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Place not stated,,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Population aged 5 years & above,,10340
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Same district,,9515
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Other district,Total,736
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Other district,Rural,631
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Other district,Urban,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Other district,Not stated,89
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Foreign country,,32
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Place not stated,,57
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Population aged 5 years & above,,8527
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Same district,,8267
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Other district,Total,219
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Other district,Rural,154
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Other district,Urban,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Other district,Not stated,41
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Foreign country,,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Place not stated,,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Population aged 5 years & above,,6649
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Same district,,6594
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Other district,Total,31
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Other district,Rural,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Other district,Not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Foreign country,,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Place not stated,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Population aged 5 years & above,,6503
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Same district,,6367
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Other district,Total,80
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Other district,Rural,72
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Other district,Not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Foreign country,,48
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Place not stated,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Population aged 5 years & above,,5852
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Same district,,5819
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Other district,Total,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Other district,Rural,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Other district,Not stated,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Foreign country,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,40 - 44 Years,Place not stated,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Population aged 5 years & above,,5292
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Same district,,5253
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Other district,Total,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Other district,Rural,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Other district,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Foreign country,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,45 - 49 Years,Place not stated,,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Population aged 5 years & above,,4530
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Same district,,4507
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Other district,Total,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Other district,Rural,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Other district,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Foreign country,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,50 - 54 Years,Place not stated,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Population aged 5 years & above,,3742
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Same district,,3717
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Other district,Total,25
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Other district,Rural,25
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Other district,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Foreign country,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,55 - 59 Years,Place not stated,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Population aged 5 years & above,,3549
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Same district,,3489
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Other district,Total,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Other district,Rural,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Other district,Not stated,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Foreign country,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,60 - 64 Years,Place not stated,,38
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Population aged 5 years & above,,2767
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Same district,,2751
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Other district,Total,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Other district,Rural,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Other district,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Foreign country,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,65 - 69 Years,Place not stated,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Population aged 5 years & above,,1860
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Same district,,1843
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Other district,Total,17
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Other district,Rural,17
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Other district,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Foreign country,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,70 - 74 Years,Place not stated,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,75+ Years,Population aged 5 years & above,,2375
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,75+ Years,Same district,,2351
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,75+ Years,Other district,Total,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,75+ Years,Other district,Rural,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,75+ Years,Other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,75+ Years,Other district,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,75+ Years,Foreign country,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,75+ Years,Place not stated,,24
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Population aged 5 years & above,,16316
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Same district,,15769
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Other district,Total,238
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Other district,Rural,147
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Other district,Urban,24
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Other district,Not stated,66
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Foreign country,,25
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Place not stated,,285
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,Population aged 5 years & above,,17934
