District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age group,Gender,Population having disability of,Value
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,Population without disability,3854
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,Physical,146
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,Blindness/ low vision,124
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,Deaf / hard to hearing,48
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,Deaf–blind,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,Speech problem,13
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,Mental disable,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,Intellectual disable,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,Multiple Misable,21
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,Total Population,3283
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,Population without disability,2955
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,Physical,106
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,Blindness/ low vision,122
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,Deaf / hard to hearing,51
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,Deaf–blind,15
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,Speech problem,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,Mental disable,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,Intellectual disable,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,Multiple Misable,19
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,Total Population,2715
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,Population without disability,2349
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,Physical,101
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,Blindness/ low vision,166
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,Deaf / hard to hearing,46
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,Deaf–blind,19
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,Speech problem,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,Mental disable,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,Intellectual disable,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,Multiple Misable,27
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,Total Population,2083
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,Population without disability,1699
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,Physical,73
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,Blindness/ low vision,197
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,Deaf / hard to hearing,45
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,Deaf–blind,24
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,Speech problem,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,Mental disable,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,Intellectual disable,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,Multiple Misable,35
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Male,Total Population,11035
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Male,Population without disability,10958
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Male,Physical,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Male,Blindness/ low vision,22
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Male,Deaf / hard to hearing,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Male,Deaf–blind,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Male,Speech problem,14
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Male,Mental disable,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Male,Intellectual disable,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Male,Multiple Misable,11
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Total Population,12678
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Population without disability,12468
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Physical,74
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Blindness/ low vision,33
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Deaf / hard to hearing,26
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Deaf–blind,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Speech problem,37
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Mental disable,11
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Intellectual disable,18
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Male,Multiple Misable,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Total Population,13968
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Population without disability,13658
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Physical,87
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Blindness/ low vision,41
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Deaf / hard to hearing,37
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Deaf–blind,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Speech problem,61
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Mental disable,11
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Intellectual disable,40
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Multiple Misable,28
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Total Population,8856
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Population without disability,8644
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Physical,60
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Blindness/ low vision,28
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Deaf / hard to hearing,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Deaf–blind,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Speech problem,40
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Mental disable,20
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Intellectual disable,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Multiple Misable,18
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Total Population,4548
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Population without disability,4422
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Physical,37
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Blindness/ low vision,14
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Deaf / hard to hearing,14
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Deaf–blind,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Speech problem,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Mental disable,18
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Intellectual disable,12
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Multiple Misable,14
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Total Population,4014
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Population without disability,3890
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Physical,51
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Blindness/ low vision,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Deaf / hard to hearing,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Deaf–blind,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Speech problem,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Mental disable,17
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Intellectual disable,12
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Multiple Misable,9
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Total Population,3335
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Population without disability,3200
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Physical,56
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Blindness/ low vision,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Deaf / hard to hearing,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Deaf–blind,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Speech problem,14
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Mental disable,26
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Intellectual disable,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Multiple Misable,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Total Population,3373
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Population without disability,3218
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Physical,58
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Blindness/ low vision,20
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Deaf / hard to hearing,18
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Deaf–blind,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Speech problem,18
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Mental disable,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Intellectual disable,11
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Multiple Misable,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Total Population,3476
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Population without disability,3301
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Physical,72
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Blindness/ low vision,14
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Deaf / hard to hearing,22
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Deaf–blind,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Speech problem,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Mental disable,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Intellectual disable,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Multiple Misable,18
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Total Population,3510
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Population without disability,3330
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Physical,93
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Blindness/ low vision,17
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Deaf / hard to hearing,22
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Deaf–blind,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Speech problem,22
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Mental disable,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Intellectual disable,9
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Multiple Misable,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Total Population,3803
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Population without disability,3594
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Physical,103
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Blindness/ low vision,21
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Deaf / hard to hearing,21
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Deaf–blind,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Speech problem,17
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Mental disable,25
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Intellectual disable,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Multiple Misable,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Total Population,3243
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Population without disability,3066
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Physical,81
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Blindness/ low vision,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Deaf / hard to hearing,30
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Deaf–blind,4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Speech problem,13
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Mental disable,12
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Intellectual disable,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Multiple Misable,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Total Population,3161
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Population without disability,2976
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Physical,87
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Blindness/ low vision,33
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Deaf / hard to hearing,22
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Deaf–blind,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Speech problem,17
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Mental disable,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Intellectual disable,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Multiple Misable,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Total Population,2466
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Population without disability,2320
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Physical,77
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Blindness/ low vision,19
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Deaf / hard to hearing,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Deaf–blind,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Speech problem,12
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Mental disable,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Intellectual disable,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Multiple Misable,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Total Population,2122
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Population without disability,1980
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Physical,75
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Blindness/ low vision,21
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Deaf / hard to hearing,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Deaf–blind,4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Speech problem,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Mental disable,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Intellectual disable,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Multiple Misable,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Years,Male,Total Population,2678
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Years,Male,Population without disability,2459
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Years,Male,Physical,88
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Years,Male,Blindness/ low vision,48
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Years,Male,Deaf / hard to hearing,52
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Years,Male,Deaf–blind,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Years,Male,Speech problem,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Years,Male,Mental disable,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Years,Male,Intellectual disable,4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,75+ Years,Male,Multiple Misable,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Total Population,9759
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Population without disability,9709
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Physical,19
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Blindness/ low vision,13
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Deaf / hard to hearing,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Deaf–blind,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Speech problem,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Mental disable,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Intellectual disable,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,00 - 04 Years,Female,Multiple Misable,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Total Population,12320
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Population without disability,12147
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Physical,51
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Blindness/ low vision,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Deaf / hard to hearing,20
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Deaf–blind,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Speech problem,36
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Mental disable,13
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Intellectual disable,12
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 - 09 Years,Female,Multiple Misable,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Total Population,14285
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Population without disability,14039
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Physical,80
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Blindness/ low vision,41
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Deaf / hard to hearing,42
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Deaf–blind,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Speech problem,35
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Mental disable,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Intellectual disable,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Multiple Misable,20
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Total Population,13009
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Population without disability,12810
