District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Sub-Indicator,Sub-Indicator.1,Value
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in other district,Rural,39
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in other district,Not stated,31
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Foreign born,,,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 04 Years,Birth Place not stated,,,63
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Total Population,,,12672
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Native born,All native born,,12599
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in same district,,12511
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in other district,Rural,73
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in other district,Not stated,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Foreign born,,,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,05 - 09 Years,Birth Place not stated,,,56
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,Total Population,,,13959
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,Native born,All native born,,13864
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in same district,,13762
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in other district,Rural,71
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in other district,Urban,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in other district,Not stated,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,Foreign born,,,39
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,10 - 14 Years,Birth Place not stated,,,55
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Total Population,,,8850
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Native born,All native born,,8754
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in same district,,8586
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in other district,Rural,152
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in other district,Not stated,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Foreign born,,,56
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 19 Years,Birth Place not stated,,,40
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Total Population,,,4406
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Native born,All native born,,4341
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in same district,,4235
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in other district,Rural,90
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in other district,Not stated,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Foreign born,,,41
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,20 - 24 Years,Birth Place not stated,,,24
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Total Population,,,3620
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Native born,All native born,,3561
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in same district,,3452
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in other district,Rural,101
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in other district,Not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Foreign born,,,42
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,25 - 29 Years,Birth Place not stated,,,17
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Total Population,,,3257
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Native born,All native born,,3249
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in same district,,3125
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in other district,Rural,107
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in other district,Urban,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Native born,Born in other district,Not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Foreign born,,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,30 - 34 Years,Birth Place not stated,,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Total Population,,,3319
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Native born,All native born,,3294
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in same district,,3107
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in other district,Rural,169
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Native born,Born in other district,Not stated,17
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Foreign born,,,25
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,35 - 39 Years,Birth Place not stated,,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Total Population,,,3458
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Native born,All native born,,3450
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in same district,,3317
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in other district,Rural,125
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Native born,Born in other district,Not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Foreign born,,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,40 - 44 Years,Birth Place not stated,,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Total Population,,,3505
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Native born,All native born,,3497
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in same district,,3373
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in other district,Rural,91
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in other district,Urban,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Native born,Born in other district,Not stated,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Foreign born,,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,45 - 49 Years,Birth Place not stated,,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Total Population,,,3803
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Native born,All native born,,3788
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in same district,,3674
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in other district,Rural,106
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Native born,Born in other district,Not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Foreign born,,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,50 - 54 Years,Birth Place not stated,,,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Total Population,,,3242
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Native born,All native born,,3234
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in same district,,3120
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in other district,Rural,81
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Native born,Born in other district,Not stated,33
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Foreign born,,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,55 - 59 Years,Birth Place not stated,,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Total Population,,,3161
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Native born,All native born,,3153
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in same district,,3063
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in other district,Rural,49
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Native born,Born in other district,Not stated,41
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Foreign born,,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,60 - 64 Years,Birth Place not stated,,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Total Population,,,2465
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Native born,All native born,,2465
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in same district,,2401
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in other district,Rural,64
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Native born,Born in other district,Not stated,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Foreign born,,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,65 - 69 Years,Birth Place not stated,,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Total Population,,,2122
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Native born,All native born,,2122
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in same district,,2085
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in other district,Rural,22
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Native born,Born in other district,Not stated,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Foreign born,,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,70 - 74 Years,Birth Place not stated,,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Total Population,,,2678
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Native born,All native born,,2670
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Native born,Born in same district,,2625
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Native born,Born in other district,Rural,38
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Native born,Born in other district,Not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Foreign born,,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Male,75+ Years,Birth Place not stated,,,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Total Population,,,9758
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Native born,All native born,,9651
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in same district,,9569
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in other district,Rural,74
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in other district,Not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Foreign born,,,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 04 Years,Birth Place not stated,,,107
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Total Population,,,12316
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Native born,All native born,,12183
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in same district,,12035
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in other district,Rural,140
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in other district,Not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Foreign born,,,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,05 - 09 Years,Birth Place not stated,,,109
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Total Population,,,14276
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Native born,All native born,,14096
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in same district,,13986
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in other district,Rural,102
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in other district,Not stated,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Foreign born,,,47
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,10 - 14 Years,Birth Place not stated,,,133
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Total Population,,,13009
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Native born,All native born,,12921
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in same district,,12511
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in other district,Rural,346
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in other district,Not stated,64
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Foreign born,,,40
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 19 Years,Birth Place not stated,,,48
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Total Population,,,10340
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Native born,All native born,,10243
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in same district,,9110
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in other district,Rural,971
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in other district,Urban,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in other district,Not stated,146
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Foreign born,,,49
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,20 - 24 Years,Birth Place not stated,,,49
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Total Population,,,8527
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Native born,All native born,,8446
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in same district,,7496
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in other district,Rural,796
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in other district,Urban,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in other district,Not stated,154
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Foreign born,,,32
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,25 - 29 Years,Birth Place not stated,,,49
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Total Population,,,6649
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Native born,All native born,,6610
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in same district,,5862
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in other district,Rural,663
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in other district,Urban,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in other district,Not stated,78
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Foreign born,,,23
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,30 - 34 Years,Birth Place not stated,,,16
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,Female,35 - 39 Years,Total Population,,,6503
