District,Age-Group,Economic Activity Performed,Active/Not Active,Employed/Unemployed,Gender,Value
 Ilam,  40 - 44 Years,Economic Activity Not Stated,,,Female,33
 Ilam,  45 - 49 Years,Total Population 10 Yrs. and above,,,,14772
 Ilam,  45 - 49 Years,Economically Active,Usually Active,Employed,Male,6976
 Ilam,  45 - 49 Years,Economically Active,Usually Active,Employed,Female,6150
 Ilam,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Male,33
 Ilam,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Female,17
 Ilam,  45 - 49 Years,Economically Active,Not Usually Active,,Male,86
 Ilam,  45 - 49 Years,Economically Active,Not Usually Active,,Female,707
 Ilam,  45 - 49 Years,Not Economically Active,,,Male,131
 Ilam,  45 - 49 Years,Not Economically Active,,,Female,611
 Ilam,  45 - 49 Years,Economic Activity Not Stated,,,Male,34
 Ilam,  45 - 49 Years,Economic Activity Not Stated,,,Female,25
 Ilam,  50 - 54 Years,Total Population 10 Yrs. and above,,,,13942
 Ilam,  50 - 54 Years,Economically Active,Usually Active,Employed,Male,6909
 Ilam,  50 - 54 Years,Economically Active,Usually Active,Employed,Female,5238
 Ilam,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Male,9
 Ilam,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Female,42
 Ilam,  50 - 54 Years,Economically Active,Not Usually Active,,Male,78
 Ilam,  50 - 54 Years,Economically Active,Not Usually Active,,Female,628
 Ilam,  50 - 54 Years,Not Economically Active,,,Male,170
 Ilam,  50 - 54 Years,Not Economically Active,,,Female,818
 Ilam,  50 - 54 Years,Economic Activity Not Stated,,,Male,17
 Ilam,  50 - 54 Years,Economic Activity Not Stated,,,Female,34
 Ilam,  55 - 59 Years,Total Population 10 Yrs. and above,,,,10851
 Ilam,  55 - 59 Years,Economically Active,Usually Active,Employed,Male,5397
 Ilam,  55 - 59 Years,Economically Active,Usually Active,Employed,Female,3657
 Ilam,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Male,1
 Ilam,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Female,24
 Ilam,  55 - 59 Years,Economically Active,Not Usually Active,,Male,72
 Ilam,  55 - 59 Years,Economically Active,Not Usually Active,,Female,574
 Ilam,  55 - 59 Years,Not Economically Active,,,Male,210
 Ilam,  55 - 59 Years,Not Economically Active,,,Female,884
 Ilam,  55 - 59 Years,Economic Activity Not Stated,,,Male,17
 Ilam,  55 - 59 Years,Economic Activity Not Stated,,,Female,17
 Ilam,  60 - 64 Years,Total Population 10 Yrs. and above,,,,8667
 Ilam,  60 - 64 Years,Economically Active,Usually Active,Employed,Male,4135
 Ilam,  60 - 64 Years,Economically Active,Usually Active,Employed,Female,2576
 Ilam,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Male,8
 Ilam,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Female,9
 Ilam,  60 - 64 Years,Economically Active,Not Usually Active,,Male,114
 Ilam,  60 - 64 Years,Economically Active,Not Usually Active,,Female,449
 Ilam,  60 - 64 Years,Not Economically Active,,,Male,322
 Ilam,  60 - 64 Years,Not Economically Active,,,Female,1026
 Ilam,  60 - 64 Years,Economic Activity Not Stated,,,Male,1
 Ilam,  60 - 64 Years,Economic Activity Not Stated,,,Female,26
 Ilam,  65 - 69 Years,Total Population 10 Yrs. and above,,,,6186
 Ilam,  65 - 69 Years,Economically Active,Usually Active,Employed,Male,2572
 Ilam,  65 - 69 Years,Economically Active,Usually Active,Employed,Female,1345
 Ilam,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Male,0
 Ilam,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Female,0
 Ilam,  65 - 69 Years,Economically Active,Not Usually Active,,Male,231
 Ilam,  65 - 69 Years,Economically Active,Not Usually Active,,Female,352
 Ilam,  65 - 69 Years,Not Economically Active,,,Male,487
 Ilam,  65 - 69 Years,Not Economically Active,,,Female,1166
 Ilam,  65 - 69 Years,Economic Activity Not Stated,,,Male,8
 Ilam,  65 - 69 Years,Economic Activity Not Stated,,,Female,25
 Ilam,  70 - 74 Years,Total Population 10 Yrs. and above,,,,4204
 Ilam,  70 - 74 Years,Economically Active,Usually Active,Employed,Male,1492
 Ilam,  70 - 74 Years,Economically Active,Usually Active,Employed,Female,543
 Ilam,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Male,1
 Ilam,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Female,0
 Ilam,  70 - 74 Years,Economically Active,Not Usually Active,,Male,184
 Ilam,  70 - 74 Years,Economically Active,Not Usually Active,,Female,178
 Ilam,  70 - 74 Years,Not Economically Active,,,Male,639
 Ilam,  70 - 74 Years,Not Economically Active,,,Female,1148
 Ilam,  70 - 74 Years,Economic Activity Not Stated,,,Male,1
 Ilam,  70 - 74 Years,Economic Activity Not Stated,,,Female,17
 Ilam,  75+ Years,Total Population 10 Yrs. and above,,,,5635
 Ilam,  75+ Years,Economically Active,Usually Active,Employed,Male,1063
 Ilam,  75+ Years,Economically Active,Usually Active,Employed,Female,402
 Ilam,  75+ Years,Economically Active,Usually Active,Unemployed,Male,0
 Ilam,  75+ Years,Economically Active,Usually Active,Unemployed,Female,0
 Ilam,  75+ Years,Economically Active,Not Usually Active,,Male,306
 Ilam,  75+ Years,Economically Active,Not Usually Active,,Female,204
 Ilam,  75+ Years,Not Economically Active,,,Male,1640
 Ilam,  75+ Years,Not Economically Active,,,Female,1971
 Ilam,  75+ Years,Economic Activity Not Stated,,,Male,16
 Ilam,  75+ Years,Economic Activity Not Stated,,,Female,32
 Jhapa,  10 - 14 Years,Total Population 10 Yrs. and above,,,,94101
 Jhapa,  10 - 14 Years,Economically Active,Usually Active,Employed,Male,1076
 Jhapa,  10 - 14 Years,Economically Active,Usually Active,Employed,Female,810
 Jhapa,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Male,109
 Jhapa,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Female,51
 Jhapa,  10 - 14 Years,Economically Active,Not Usually Active,,Male,1102
 Jhapa,  10 - 14 Years,Economically Active,Not Usually Active,,Female,944
 Jhapa,  10 - 14 Years,Not Economically Active,,,Male,44953
 Jhapa,  10 - 14 Years,Not Economically Active,,,Female,44506
 Jhapa,  10 - 14 Years,Economic Activity Not Stated,,,Male,239
 Jhapa,  10 - 14 Years,Economic Activity Not Stated,,,Female,311
 Jhapa,  15 - 19 Years,Total Population 10 Yrs. and above,,,,87165
 Jhapa,  15 - 19 Years,Economically Active,Usually Active,Employed,Male,8982
 Jhapa,  15 - 19 Years,Economically Active,Usually Active,Employed,Female,6582
 Jhapa,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Male,586
 Jhapa,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Female,201
 Jhapa,  15 - 19 Years,Economically Active,Not Usually Active,,Male,1729
 Jhapa,  15 - 19 Years,Economically Active,Not Usually Active,,Female,2141
 Jhapa,  15 - 19 Years,Not Economically Active,,,Male,30219
 Jhapa,  15 - 19 Years,Not Economically Active,,,Female,36439
 Jhapa,  15 - 19 Years,Economic Activity Not Stated,,,Male,142
 Jhapa,  15 - 19 Years,Economic Activity Not Stated,,,Female,145
 Jhapa,  20 - 24 Years,Total Population 10 Yrs. and above,,,,71926
 Jhapa,  20 - 24 Years,Economically Active,Usually Active,Employed,Male,16532
 Jhapa,  20 - 24 Years,Economically Active,Usually Active,Employed,Female,15448
 Jhapa,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Male,1093
 Jhapa,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Female,510
 Jhapa,  20 - 24 Years,Economically Active,Not Usually Active,,Male,717
 Jhapa,  20 - 24 Years,Economically Active,Not Usually Active,,Female,2709
 Jhapa,  20 - 24 Years,Not Economically Active,,,Male,10153
 Jhapa,  20 - 24 Years,Not Economically Active,,,Female,24588
 Jhapa,  20 - 24 Years,Economic Activity Not Stated,,,Male,99
 Jhapa,  20 - 24 Years,Economic Activity Not Stated,,,Female,76
 Jhapa,  25 - 29 Years,Total Population 10 Yrs. and above,,,,66147
 Jhapa,  25 - 29 Years,Economically Active,Usually Active,Employed,Male,21257
 Jhapa,  25 - 29 Years,Economically Active,Usually Active,Employed,Female,19704
 Jhapa,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Male,1181
 Jhapa,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Female,310
 Jhapa,  25 - 29 Years,Economically Active,Not Usually Active,,Male,192
 Jhapa,  25 - 29 Years,Economically Active,Not Usually Active,,Female,2882
 Jhapa,  25 - 29 Years,Not Economically Active,,,Male,2783
 Jhapa,  25 - 29 Years,Not Economically Active,,,Female,17694
 Jhapa,  25 - 29 Years,Economic Activity Not Stated,,,Male,42
 Jhapa,  25 - 29 Years,Economic Activity Not Stated,,,Female,102
 Jhapa,  30 - 34 Years,Total Population 10 Yrs. and above,,,,58302
 Jhapa,  30 - 34 Years,Economically Active,Usually Active,Employed,Male,22842
 Jhapa,  30 - 34 Years,Economically Active,Usually Active,Employed,Female,18620
 Jhapa,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Male,682
 Jhapa,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Female,153
 Jhapa,  30 - 34 Years,Economically Active,Not Usually Active,,Male,154
 Jhapa,  30 - 34 Years,Economically Active,Not Usually Active,,Female,2137
 Jhapa,  30 - 34 Years,Not Economically Active,,,Male,1212
 Jhapa,  30 - 34 Years,Not Economically Active,,,Female,12354
 Jhapa,  30 - 34 Years,Economic Activity Not Stated,,,Male,76
 Jhapa,  30 - 34 Years,Economic Activity Not Stated,,,Female,72
 Jhapa,  35 - 39 Years,Total Population 10 Yrs. and above,,,,54277
 Jhapa,  35 - 39 Years,Economically Active,Usually Active,Employed,Male,23049
 Jhapa,  35 - 39 Years,Economically Active,Usually Active,Employed,Female,18254
 Jhapa,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Male,416
 Jhapa,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Female,95
 Jhapa,  35 - 39 Years,Economically Active,Not Usually Active,,Male,139
 Jhapa,  35 - 39 Years,Economically Active,Not Usually Active,,Female,1895
 Jhapa,  35 - 39 Years,Not Economically Active,,,Male,774
 Jhapa,  35 - 39 Years,Not Economically Active,,,Female,9596
 Jhapa,  35 - 39 Years,Economic Activity Not Stated,,,Male,17
 Jhapa,  35 - 39 Years,Economic Activity Not Stated,,,Female,41
 Jhapa,  40 - 44 Years,Total Population 10 Yrs. and above,,,,47247
 Jhapa,  40 - 44 Years,Economically Active,Usually Active,Employed,Male,21530
 Jhapa,  40 - 44 Years,Economically Active,Usually Active,Employed,Female,15800
 Jhapa,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Male,220
 Jhapa,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Female,138
 Jhapa,  40 - 44 Years,Economically Active,Not Usually Active,,Male,94
 Jhapa,  40 - 44 Years,Economically Active,Not Usually Active,,Female,1487
 Jhapa,  40 - 44 Years,Not Economically Active,,,Male,793
 Jhapa,  40 - 44 Years,Not Economically Active,,,Female,7112
 Jhapa,  40 - 44 Years,Economic Activity Not Stated,,,Male,50
 Jhapa,  40 - 44 Years,Economic Activity Not Stated,,,Female,24
 Jhapa,  45 - 49 Years,Total Population 10 Yrs. and above,,,,40085
 Jhapa,  45 - 49 Years,Economically Active,Usually Active,Employed,Male,18631
 Jhapa,  45 - 49 Years,Economically Active,Usually Active,Employed,Female,12576
 Jhapa,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Male,94
 Jhapa,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Female,125
 Jhapa,  45 - 49 Years,Economically Active,Not Usually Active,,Male,107
 Jhapa,  45 - 49 Years,Economically Active,Not Usually Active,,Female,1193
 Jhapa,  45 - 49 Years,Not Economically Active,,,Male,607
 Jhapa,  45 - 49 Years,Not Economically Active,,,Female,6695
 Jhapa,  45 - 49 Years,Economic Activity Not Stated,,,Male,17
 Jhapa,  45 - 49 Years,Economic Activity Not Stated,,,Female,41
 Jhapa,  50 - 54 Years,Total Population 10 Yrs. and above,,,,35645
 Jhapa,  50 - 54 Years,Economically Active,Usually Active,Employed,Male,16655
 Jhapa,  50 - 54 Years,Economically Active,Usually Active,Employed,Female,10730
 Jhapa,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Male,122
 Jhapa,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Female,69
 Jhapa,  50 - 54 Years,Economically Active,Not Usually Active,,Male,89
 Jhapa,  50 - 54 Years,Economically Active,Not Usually Active,,Female,1109
 Jhapa,  50 - 54 Years,Not Economically Active,,,Male,814
 Jhapa,  50 - 54 Years,Not Economically Active,,,Female,6040
 Jhapa,  50 - 54 Years,Economic Activity Not Stated,,,Male,8
 Jhapa,  50 - 54 Years,Economic Activity Not Stated,,,Female,8
 Jhapa,  55 - 59 Years,Total Population 10 Yrs. and above,,,,28424
 Jhapa,  55 - 59 Years,Economically Active,Usually Active,Employed,Male,12952
 Jhapa,  55 - 59 Years,Economically Active,Usually Active,Employed,Female,8102
 Jhapa,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Male,24
 Jhapa,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Female,97
 Jhapa,  55 - 59 Years,Economically Active,Not Usually Active,,Male,191
 Jhapa,  55 - 59 Years,Economically Active,Not Usually Active,,Female,835
 Jhapa,  55 - 59 Years,Not Economically Active,,,Male,929
 Jhapa,  55 - 59 Years,Not Economically Active,,,Female,5260
 Jhapa,  55 - 59 Years,Economic Activity Not Stated,,,Male,25
 Jhapa,  55 - 59 Years,Economic Activity Not Stated,,,Female,8
 Jhapa,  60 - 64 Years,Total Population 10 Yrs. and above,,,,25505
 Jhapa,  60 - 64 Years,Economically Active,Usually Active,Employed,Male,11056
 Jhapa,  60 - 64 Years,Economically Active,Usually Active,Employed,Female,5759
 Jhapa,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Male,41
 Jhapa,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Female,33
 Jhapa,  60 - 64 Years,Economically Active,Not Usually Active,,Male,160
 Jhapa,  60 - 64 Years,Economically Active,Not Usually Active,,Female,636
 Jhapa,  60 - 64 Years,Not Economically Active,,,Male,1578
 Jhapa,  60 - 64 Years,Not Economically Active,,,Female,6200
 Jhapa,  60 - 64 Years,Economic Activity Not Stated,,,Male,33
 Jhapa,  60 - 64 Years,Economic Activity Not Stated,,,Female,8
 Jhapa,  65 - 69 Years,Total Population 10 Yrs. and above,,,,18094
 Jhapa,  65 - 69 Years,Economically Active,Usually Active,Employed,Male,7179
 Jhapa,  65 - 69 Years,Economically Active,Usually Active,Employed,Female,3307
 Jhapa,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Male,17
 Jhapa,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Female,27
 Jhapa,  65 - 69 Years,Economically Active,Not Usually Active,,Male,222
 Jhapa,  65 - 69 Years,Economically Active,Not Usually Active,,Female,452
 Jhapa,  65 - 69 Years,Not Economically Active,,,Male,1798
 Jhapa,  65 - 69 Years,Not Economically Active,,,Female,5051
 Jhapa,  65 - 69 Years,Economic Activity Not Stated,,,Male,16
 Jhapa,  65 - 69 Years,Economic Activity Not Stated,,,Female,24
 Jhapa,  70 - 74 Years,Total Population 10 Yrs. and above,,,,13010
 Jhapa,  70 - 74 Years,Economically Active,Usually Active,Employed,Male,4207
 Jhapa,  70 - 74 Years,Economically Active,Usually Active,Employed,Female,1283
 Jhapa,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Male,15
 Jhapa,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Female,1
 Jhapa,  70 - 74 Years,Economically Active,Not Usually Active,,Male,156
 Jhapa,  70 - 74 Years,Economically Active,Not Usually Active,,Female,293
 Jhapa,  70 - 74 Years,Not Economically Active,,,Male,2366
 Jhapa,  70 - 74 Years,Not Economically Active,,,Female,4664
 Jhapa,  70 - 74 Years,Economic Activity Not Stated,,,Male,16
 Jhapa,  70 - 74 Years,Economic Activity Not Stated,,,Female,10
 Jhapa,  75+ Years,Total Population 10 Yrs. and above,,,,16535
 Jhapa,  75+ Years,Economically Active,Usually Active,Employed,Male,2566
 Jhapa,  75+ Years,Economically Active,Usually Active,Employed,Female,741
 Jhapa,  75+ Years,Economically Active,Usually Active,Unemployed,Male,25
 Jhapa,  75+ Years,Economically Active,Usually Active,Unemployed,Female,0
 Jhapa,  75+ Years,Economically Active,Not Usually Active,,Male,283
 Jhapa,  75+ Years,Economically Active,Not Usually Active,,Female,127
 Jhapa,  75+ Years,Not Economically Active,,,Male,5275
 Jhapa,  75+ Years,Not Economically Active,,,Female,7455
 Jhapa,  75+ Years,Economic Activity Not Stated,,,Male,8
 Jhapa,  75+ Years,Economic Activity Not Stated,,,Female,55
 Morang,  10 - 14 Years,Total Population 10 Yrs. and above,,,,115255
 Morang,  10 - 14 Years,Economically Active,Usually Active,Employed,Male,1453
 Morang,  10 - 14 Years,Economically Active,Usually Active,Employed,Female,1129
 Morang,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Male,72
 Morang,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Female,65
 Morang,  10 - 14 Years,Economically Active,Not Usually Active,,Male,1942
 Morang,  10 - 14 Years,Economically Active,Not Usually Active,,Female,1956
 Morang,  10 - 14 Years,Not Economically Active,,,Male,54629
 Morang,  10 - 14 Years,Not Economically Active,,,Female,53185
 Morang,  10 - 14 Years,Economic Activity Not Stated,,,Male,465
 Morang,  10 - 14 Years,Economic Activity Not Stated,,,Female,358
 Morang,  15 - 19 Years,Total Population 10 Yrs. and above,,,,105344
 Morang,  15 - 19 Years,Economically Active,Usually Active,Employed,Male,11607
 Morang,  15 - 19 Years,Economically Active,Usually Active,Employed,Female,6717
 Morang,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Male,746
 Morang,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Female,294
