District,Gender,Age-Group,Type of activity performed 1,Month,Value
Taplejung,Female,55 - 59 Years,Seeking economic job,3-5 months,  49
Taplejung,Female,55 - 59 Years,Seeking economic job,6-7 months, 0
Taplejung,Female,55 - 59 Years,Seeking economic job,8+ months,8
Taplejung,Female,55 - 59 Years,Non-economic work,< 3 months,318
Taplejung,Female,55 - 59 Years,Non-economic work,3 - 5 months, 440
Taplejung,Female,55 - 59 Years,Non-economic work,6 - 7 months,350
Taplejung,Female,55 - 59 Years,Non-economic work,8+ months,  537
Taplejung,Female,55 - 59 Years,Activity not stated,,0
Taplejung,Female,60 - 64 Years,Any work total person,, 1908
Taplejung,Female,60 - 64 Years,Economic,< 3 months,  76
Taplejung,Female,60 - 64 Years,Economic,3 - 5 months, 160
Taplejung,Female,60 - 64 Years,Economic,6 - 7 months, 279
Taplejung,Female,60 - 64 Years,Economic,8+ months,  785
Taplejung,Female,60 - 64 Years,Extended economic,< 3 months, 211
Taplejung,Female,60 - 64 Years,Extended economic,3 - 5 months,  110
Taplejung,Female,60 - 64 Years,Extended economic,6 - 7 months, 25
Taplejung,Female,60 - 64 Years,Extended economic,8+ months,  17
Taplejung,Female,60 - 64 Years,Seeking economic job,< 3 months,  25
Taplejung,Female,60 - 64 Years,Seeking economic job,3-5 months,  59
Taplejung,Female,60 - 64 Years,Seeking economic job,6-7 months, 8
Taplejung,Female,60 - 64 Years,Seeking economic job,8+ months,0
Taplejung,Female,60 - 64 Years,Non-economic work,< 3 months,169
Taplejung,Female,60 - 64 Years,Non-economic work,3 - 5 months, 363
Taplejung,Female,60 - 64 Years,Non-economic work,6 - 7 months,228
Taplejung,Female,60 - 64 Years,Non-economic work,8+ months,  692
Taplejung,Female,60 - 64 Years,Activity not stated,,0
Taplejung,Female,65 - 69 Years,Any work total person,, 1222
Taplejung,Female,65 - 69 Years,Economic,< 3 months,  48
Taplejung,Female,65 - 69 Years,Economic,3 - 5 months, 136
Taplejung,Female,65 - 69 Years,Economic,6 - 7 months, 120
Taplejung,Female,65 - 69 Years,Economic,8+ months,  351
Taplejung,Female,65 - 69 Years,Extended economic,< 3 months, 128
Taplejung,Female,65 - 69 Years,Extended economic,3 - 5 months,64
Taplejung,Female,65 - 69 Years,Extended economic,6 - 7 months,  0
Taplejung,Female,65 - 69 Years,Extended economic,8+ months,  24
Taplejung,Female,65 - 69 Years,Seeking economic job,< 3 months,8
Taplejung,Female,65 - 69 Years,Seeking economic job,3-5 months,  16
Taplejung,Female,65 - 69 Years,Seeking economic job,6-7 months, 0
Taplejung,Female,65 - 69 Years,Seeking economic job,8+ months,0
Taplejung,Female,65 - 69 Years,Non-economic work,< 3 months,160
Taplejung,Female,65 - 69 Years,Non-economic work,3 - 5 months, 184
Taplejung,Female,65 - 69 Years,Non-economic work,6 - 7 months,112
Taplejung,Female,65 - 69 Years,Non-economic work,8+ months,  655
Taplejung,Female,65 - 69 Years,Activity not stated,,0
Taplejung,Female,70 - 74 Years,Any work total person,,  960
Taplejung,Female,70 - 74 Years,Economic,< 3 months,  76
Taplejung,Female,70 - 74 Years,Economic,3 - 5 months, 119
Taplejung,Female,70 - 74 Years,Economic,6 - 7 months, 102
Taplejung,Female,70 - 74 Years,Economic,8+ months,93
Taplejung,Female,70 - 74 Years,Extended economic,< 3 months, 119
Taplejung,Female,70 - 74 Years,Extended economic,3 - 5 months,42
Taplejung,Female,70 - 74 Years,Extended economic,6 - 7 months, 17
Taplejung,Female,70 - 74 Years,Extended economic,8+ months,  34
Taplejung,Female,70 - 74 Years,Seeking economic job,< 3 months,0
Taplejung,Female,70 - 74 Years,Seeking economic job,3-5 months,  34
Taplejung,Female,70 - 74 Years,Seeking economic job,6-7 months, 0
Taplejung,Female,70 - 74 Years,Seeking economic job,8+ months,0
Taplejung,Female,70 - 74 Years,Non-economic work,< 3 months, 25
Taplejung,Female,70 - 74 Years,Non-economic work,3 - 5 months, 119
Taplejung,Female,70 - 74 Years,Non-economic work,6 - 7 months,102
Taplejung,Female,70 - 74 Years,Non-economic work,8+ months,  637
Taplejung,Female,70 - 74 Years,Activity not stated,,0
Taplejung,Female,75+ Years,Any work total person,,  1357
Taplejung,Female,75+ Years,Economic,< 3 months,  34
Taplejung,Female,75+ Years,Economic,3 - 5 months,  60
Taplejung,Female,75+ Years,Economic,6 - 7 months,  69
Taplejung,Female,75+ Years,Economic,8+ months,  120
Taplejung,Female,75+ Years,Extended economic,< 3 months,  34
Taplejung,Female,75+ Years,Extended economic,3 - 5 months,34
Taplejung,Female,75+ Years,Extended economic,6 - 7 months,  0
Taplejung,Female,75+ Years,Extended economic,8+ months,0
Taplejung,Female,75+ Years,Seeking economic job,< 3 months,0
Taplejung,Female,75+ Years,Seeking economic job,3-5 months,0
Taplejung,Female,75+ Years,Seeking economic job,6-7 months, 0
Taplejung,Female,75+ Years,Seeking economic job,8+ months,0
Taplejung,Female,75+ Years,Non-economic work,< 3 months,  9
Taplejung,Female,75+ Years,Non-economic work,3 - 5 months,  86
Taplejung,Female,75+ Years,Non-economic work,6 - 7 months, 52
Taplejung,Female,75+ Years,Non-economic work,8+ months, 1151
Taplejung,Female,75+ Years,Activity not stated,,0
Panchthar,Male,10 - 14 Years,Any work total person,,13166
Panchthar,Male,10 - 14 Years,Economic,< 3 months, 663
Panchthar,Male,10 - 14 Years,Economic,3 - 5 months, 133
Panchthar,Male,10 - 14 Years,Economic,6 - 7 months,  91
Panchthar,Male,10 - 14 Years,Economic,8+ months,  298
Panchthar,Male,10 - 14 Years,Extended economic,< 3 months, 257
Panchthar,Male,10 - 14 Years,Extended economic,3 - 5 months,41
Panchthar,Male,10 - 14 Years,Extended economic,6 - 7 months,  8
Panchthar,Male,10 - 14 Years,Extended economic,8+ months,8
Panchthar,Male,10 - 14 Years,Seeking economic job,< 3 months, 33
Panchthar,Male,10 - 14 Years,Seeking economic job,3-5 months, 8
Panchthar,Male,10 - 14 Years,Seeking economic job,6-7 months, 0
Panchthar,Male,10 - 14 Years,Seeking economic job,8+ months,  8
Panchthar,Male,10 - 14 Years,Non-economic work,< 3 months, 25
Panchthar,Male,10 - 14 Years,Non-economic work,3 - 5 months,  66
Panchthar,Male,10 - 14 Years,Non-economic work,6 - 7 months, 50
Panchthar,Male,10 - 14 Years,Non-economic work,8+ months,12710
Panchthar,Male,10 - 14 Years,Activity not stated,,  33
Panchthar,Male,15 - 19 Years,Any work total person,,11355
Panchthar,Male,15 - 19 Years,Economic,< 3 months, 679
Panchthar,Male,15 - 19 Years,Economic,3 - 5 months, 300
Panchthar,Male,15 - 19 Years,Economic,6 - 7 months, 245
Panchthar,Male,15 - 19 Years,Economic,8+ months, 2004
Panchthar,Male,15 - 19 Years,Extended economic,< 3 months, 410
Panchthar,Male,15 - 19 Years,Extended economic,3 - 5 months,  197
Panchthar,Male,15 - 19 Years,Extended economic,6 - 7 months, 47
Panchthar,Male,15 - 19 Years,Extended economic,8+ months,0
Panchthar,Male,15 - 19 Years,Seeking economic job,< 3 months,237
Panchthar,Male,15 - 19 Years,Seeking economic job,3-5 months,  118
Panchthar,Male,15 - 19 Years,Seeking economic job,6-7 months,63
Panchthar,Male,15 - 19 Years,Seeking economic job,8+ months, 63
Panchthar,Male,15 - 19 Years,Non-economic work,< 3 months,276
Panchthar,Male,15 - 19 Years,Non-economic work,3 - 5 months, 142
Panchthar,Male,15 - 19 Years,Non-economic work,6 - 7 months,126
Panchthar,Male,15 - 19 Years,Non-economic work,8+ months, 8901
Panchthar,Male,15 - 19 Years,Activity not stated,,8
Panchthar,Male,20 - 24 Years,Any work total person,, 6249
Panchthar,Male,20 - 24 Years,Economic,< 3 months, 231
Panchthar,Male,20 - 24 Years,Economic,3 - 5 months, 208
Panchthar,Male,20 - 24 Years,Economic,6 - 7 months, 415
Panchthar,Male,20 - 24 Years,Economic,8+ months, 3208
Panchthar,Male,20 - 24 Years,Extended economic,< 3 months, 575
Panchthar,Male,20 - 24 Years,Extended economic,3 - 5 months,  215
Panchthar,Male,20 - 24 Years,Extended economic,6 - 7 months, 72
Panchthar,Male,20 - 24 Years,Extended economic,8+ months,  40
Panchthar,Male,20 - 24 Years,Seeking economic job,< 3 months,359
Panchthar,Male,20 - 24 Years,Seeking economic job,3-5 months,  192
Panchthar,Male,20 - 24 Years,Seeking economic job,6-7 months,64
Panchthar,Male,20 - 24 Years,Seeking economic job,8+ months,128
Panchthar,Male,20 - 24 Years,Non-economic work,< 3 months,471
Panchthar,Male,20 - 24 Years,Non-economic work,3 - 5 months, 223
Panchthar,Male,20 - 24 Years,Non-economic work,6 - 7 months,120
Panchthar,Male,20 - 24 Years,Non-economic work,8+ months, 2330
Panchthar,Male,20 - 24 Years,Activity not stated,,8
Panchthar,Male,25 - 29 Years,Any work total person,, 4799
Panchthar,Male,25 - 29 Years,Economic,< 3 months,  91
Panchthar,Male,25 - 29 Years,Economic,3 - 5 months,  99
Panchthar,Male,25 - 29 Years,Economic,6 - 7 months, 348
Panchthar,Male,25 - 29 Years,Economic,8+ months, 3697
Panchthar,Male,25 - 29 Years,Extended economic,< 3 months, 472
Panchthar,Male,25 - 29 Years,Extended economic,3 - 5 months,  265
Panchthar,Male,25 - 29 Years,Extended economic,6 - 7 months, 50
Panchthar,Male,25 - 29 Years,Extended economic,8+ months,  50
Panchthar,Male,25 - 29 Years,Seeking economic job,< 3 months,340
Panchthar,Male,25 - 29 Years,Seeking economic job,3-5 months,  116
Panchthar,Male,25 - 29 Years,Seeking economic job,6-7 months,33
Panchthar,Male,25 - 29 Years,Seeking economic job,8+ months, 66
Panchthar,Male,25 - 29 Years,Non-economic work,< 3 months,365
Panchthar,Male,25 - 29 Years,Non-economic work,3 - 5 months, 257
Panchthar,Male,25 - 29 Years,Non-economic work,6 - 7 months, 83
Panchthar,Male,25 - 29 Years,Non-economic work,8+ months,  564
Panchthar,Male,25 - 29 Years,Activity not stated,,8
Panchthar,Male,30 - 34 Years,Any work total person,, 4099
Panchthar,Male,30 - 34 Years,Economic,< 3 months,  17
Panchthar,Male,30 - 34 Years,Economic,3 - 5 months,  61
Panchthar,Male,30 - 34 Years,Economic,6 - 7 months, 366
Panchthar,Male,30 - 34 Years,Economic,8+ months, 3472
Panchthar,Male,30 - 34 Years,Extended economic,< 3 months, 444
Panchthar,Male,30 - 34 Years,Extended economic,3 - 5 months,  200
Panchthar,Male,30 - 34 Years,Extended economic,6 - 7 months, 52
Panchthar,Male,30 - 34 Years,Extended economic,8+ months,  17
Panchthar,Male,30 - 34 Years,Seeking economic job,< 3 months,278
Panchthar,Male,30 - 34 Years,Seeking economic job,3-5 months,78
Panchthar,Male,30 - 34 Years,Seeking economic job,6-7 months,35
Panchthar,Male,30 - 34 Years,Seeking economic job,8+ months, 26
Panchthar,Male,30 - 34 Years,Non-economic work,< 3 months,453
Panchthar,Male,30 - 34 Years,Non-economic work,3 - 5 months, 218
Panchthar,Male,30 - 34 Years,Non-economic work,6 - 7 months,122
Panchthar,Male,30 - 34 Years,Non-economic work,8+ months,  139
Panchthar,Male,30 - 34 Years,Activity not stated,,9
Panchthar,Male,35 - 39 Years,Any work total person,, 4018
Panchthar,Male,35 - 39 Years,Economic,< 3 months,  25
Panchthar,Male,35 - 39 Years,Economic,3 - 5 months,  98
Panchthar,Male,35 - 39 Years,Economic,6 - 7 months, 246
Panchthar,Male,35 - 39 Years,Economic,8+ months, 3485
Panchthar,Male,35 - 39 Years,Extended economic,< 3 months, 361
Panchthar,Male,35 - 39 Years,Extended economic,3 - 5 months,  230
Panchthar,Male,35 - 39 Years,Extended economic,6 - 7 months, 41
Panchthar,Male,35 - 39 Years,Extended economic,8+ months,  49
Panchthar,Male,35 - 39 Years,Seeking economic job,< 3 months,139
Panchthar,Male,35 - 39 Years,Seeking economic job,3-5 months,82
Panchthar,Male,35 - 39 Years,Seeking economic job,6-7 months,25
Panchthar,Male,35 - 39 Years,Seeking economic job,8+ months,  8
Panchthar,Male,35 - 39 Years,Non-economic work,< 3 months,402
Panchthar,Male,35 - 39 Years,Non-economic work,3 - 5 months, 131
Panchthar,Male,35 - 39 Years,Non-economic work,6 - 7 months, 90
Panchthar,Male,35 - 39 Years,Non-economic work,8+ months,  180
Panchthar,Male,35 - 39 Years,Activity not stated,,8
Panchthar,Male,40 - 44 Years,Any work total person,, 4368
Panchthar,Male,40 - 44 Years,Economic,< 3 months,0
Panchthar,Male,40 - 44 Years,Economic,3 - 5 months, 110
Panchthar,Male,40 - 44 Years,Economic,6 - 7 months, 322
Panchthar,Male,40 - 44 Years,Economic,8+ months, 3787
Panchthar,Male,40 - 44 Years,Extended economic,< 3 months, 495
Panchthar,Male,40 - 44 Years,Extended economic,3 - 5 months,  361
Panchthar,Male,40 - 44 Years,Extended economic,6 - 7 months, 63
Panchthar,Male,40 - 44 Years,Extended economic,8+ months,  71
Panchthar,Male,40 - 44 Years,Seeking economic job,< 3 months,220
Panchthar,Male,40 - 44 Years,Seeking economic job,3-5 months,71
Panchthar,Male,40 - 44 Years,Seeking economic job,6-7 months,16
Panchthar,Male,40 - 44 Years,Seeking economic job,8+ months,  8
Panchthar,Male,40 - 44 Years,Non-economic work,< 3 months,432
Panchthar,Male,40 - 44 Years,Non-economic work,3 - 5 months, 220
Panchthar,Male,40 - 44 Years,Non-economic work,6 - 7 months, 47
Panchthar,Male,40 - 44 Years,Non-economic work,8+ months,  110
Panchthar,Male,40 - 44 Years,Activity not stated,,8
Panchthar,Male,45 - 49 Years,Any work total person,, 4390
Panchthar,Male,45 - 49 Years,Economic,< 3 months,  30
Panchthar,Male,45 - 49 Years,Economic,3 - 5 months,  74
Panchthar,Male,45 - 49 Years,Economic,6 - 7 months, 273
Panchthar,Male,45 - 49 Years,Economic,8+ months, 3888
Panchthar,Male,45 - 49 Years,Extended economic,< 3 months, 649
Panchthar,Male,45 - 49 Years,Extended economic,3 - 5 months,  317
Panchthar,Male,45 - 49 Years,Extended economic,6 - 7 months, 74
Panchthar,Male,45 - 49 Years,Extended economic,8+ months,  44
Panchthar,Male,45 - 49 Years,Seeking economic job,< 3 months,229
Panchthar,Male,45 - 49 Years,Seeking economic job,3-5 months,52
Panchthar,Male,45 - 49 Years,Seeking economic job,6-7 months, 7
Panchthar,Male,45 - 49 Years,Seeking economic job,8+ months,  7
Panchthar,Male,45 - 49 Years,Non-economic work,< 3 months,457
Panchthar,Male,45 - 49 Years,Non-economic work,3 - 5 months, 199
Panchthar,Male,45 - 49 Years,Non-economic work,6 - 7 months, 30
Panchthar,Male,45 - 49 Years,Non-economic work,8+ months,  140
Panchthar,Male,45 - 49 Years,Activity not stated,,7
Panchthar,Male,50 - 54 Years,Any work total person,, 4297
Panchthar,Male,50 - 54 Years,Economic,< 3 months,  23
Panchthar,Male,50 - 54 Years,Economic,3 - 5 months, 102
Panchthar,Male,50 - 54 Years,Economic,6 - 7 months, 398
Panchthar,Male,50 - 54 Years,Economic,8+ months, 3609
Panchthar,Male,50 - 54 Years,Extended economic,< 3 months, 578
Panchthar,Male,50 - 54 Years,Extended economic,3 - 5 months,  266
Panchthar,Male,50 - 54 Years,Extended economic,6 - 7 months,117
Panchthar,Male,50 - 54 Years,Extended economic,8+ months,  55
Panchthar,Male,50 - 54 Years,Seeking economic job,< 3 months,195
Panchthar,Male,50 - 54 Years,Seeking economic job,3-5 months,70
Panchthar,Male,50 - 54 Years,Seeking economic job,6-7 months,16
Panchthar,Male,50 - 54 Years,Seeking economic job,8+ months,  0
Panchthar,Male,50 - 54 Years,Non-economic work,< 3 months,492
Panchthar,Male,50 - 54 Years,Non-economic work,3 - 5 months, 266
Panchthar,Male,50 - 54 Years,Non-economic work,6 - 7 months, 94
Panchthar,Male,50 - 54 Years,Non-economic work,8+ months,  156
Panchthar,Male,50 - 54 Years,Activity not stated,,0
Panchthar,Male,55 - 59 Years,Any work total person,, 3281
Panchthar,Male,55 - 59 Years,Economic,< 3 months,8
Panchthar,Male,55 - 59 Years,Economic,3 - 5 months,  99
Panchthar,Male,55 - 59 Years,Economic,6 - 7 months, 222
Panchthar,Male,55 - 59 Years,Economic,8+ months, 2738
Panchthar,Male,55 - 59 Years,Extended economic,< 3 months, 436
Panchthar,Male,55 - 59 Years,Extended economic,3 - 5 months,  386
Panchthar,Male,55 - 59 Years,Extended economic,6 - 7 months, 16
Panchthar,Male,55 - 59 Years,Extended economic,8+ months,  25
Panchthar,Male,55 - 59 Years,Seeking economic job,< 3 months,107
Panchthar,Male,55 - 59 Years,Seeking economic job,3-5 months, 8
Panchthar,Male,55 - 59 Years,Seeking economic job,6-7 months, 0
Panchthar,Male,55 - 59 Years,Seeking economic job,8+ months, 16
Panchthar,Male,55 - 59 Years,Non-economic work,< 3 months,329
Panchthar,Male,55 - 59 Years,Non-economic work,3 - 5 months, 255
Panchthar,Male,55 - 59 Years,Non-economic work,6 - 7 months, 58
Panchthar,Male,55 - 59 Years,Non-economic work,8+ months,  206
Panchthar,Male,55 - 59 Years,Activity not stated,,0
Panchthar,Male,60 - 64 Years,Any work total person,, 2747
Panchthar,Male,60 - 64 Years,Economic,< 3 months,  23
Panchthar,Male,60 - 64 Years,Economic,3 - 5 months, 110
Panchthar,Male,60 - 64 Years,Economic,6 - 7 months, 219
Panchthar,Male,60 - 64 Years,Economic,8+ months, 2144
Panchthar,Male,60 - 64 Years,Extended economic,< 3 months, 266
Panchthar,Male,60 - 64 Years,Extended economic,3 - 5 months,  235
Panchthar,Male,60 - 64 Years,Extended economic,6 - 7 months, 63
Panchthar,Male,60 - 64 Years,Extended economic,8+ months,  23
Panchthar,Male,60 - 64 Years,Seeking economic job,< 3 months,102
Panchthar,Male,60 - 64 Years,Seeking economic job,3-5 months,47
Panchthar,Male,60 - 64 Years,Seeking economic job,6-7 months, 8
Panchthar,Male,60 - 64 Years,Seeking economic job,8+ months,  0
Panchthar,Male,60 - 64 Years,Non-economic work,< 3 months,196
Panchthar,Male,60 - 64 Years,Non-economic work,3 - 5 months, 211
Panchthar,Male,60 - 64 Years,Non-economic work,6 - 7 months, 86
Panchthar,Male,60 - 64 Years,Non-economic work,8+ months,  297
Panchthar,Male,60 - 64 Years,Activity not stated,,0
Panchthar,Male,65 - 69 Years,Any work total person,, 2104
Panchthar,Male,65 - 69 Years,Economic,< 3 months,  36
Panchthar,Male,65 - 69 Years,Economic,3 - 5 months,  99
Panchthar,Male,65 - 69 Years,Economic,6 - 7 months, 252
Panchthar,Male,65 - 69 Years,Economic,8+ months, 1448
Panchthar,Male,65 - 69 Years,Extended economic,< 3 months, 216
Panchthar,Male,65 - 69 Years,Extended economic,3 - 5 months,  144
Panchthar,Male,65 - 69 Years,Extended economic,6 - 7 months, 54
Panchthar,Male,65 - 69 Years,Extended economic,8+ months,  18
Panchthar,Male,65 - 69 Years,Seeking economic job,< 3 months, 36
Panchthar,Male,65 - 69 Years,Seeking economic job,3-5 months,18
Panchthar,Male,65 - 69 Years,Seeking economic job,6-7 months,18
Panchthar,Male,65 - 69 Years,Seeking economic job,8+ months,  0
Panchthar,Male,65 - 69 Years,Non-economic work,< 3 months,225
Panchthar,Male,65 - 69 Years,Non-economic work,3 - 5 months, 171
Panchthar,Male,65 - 69 Years,Non-economic work,6 - 7 months,117
Panchthar,Male,65 - 69 Years,Non-economic work,8+ months,  324
Panchthar,Male,65 - 69 Years,Activity not stated,,0
Panchthar,Male,70 - 74 Years,Any work total person,, 1606
Panchthar,Male,70 - 74 Years,Economic,< 3 months,  45
Panchthar,Male,70 - 74 Years,Economic,3 - 5 months, 114
Panchthar,Male,70 - 74 Years,Economic,6 - 7 months, 152
Panchthar,Male,70 - 74 Years,Economic,8+ months,  720
Panchthar,Male,70 - 74 Years,Extended economic,< 3 months, 167
Panchthar,Male,70 - 74 Years,Extended economic,3 - 5 months,  174
Panchthar,Male,70 - 74 Years,Extended economic,6 - 7 months, 38
Panchthar,Male,70 - 74 Years,Extended economic,8+ months,  15
Panchthar,Male,70 - 74 Years,Seeking economic job,< 3 months,  8
Panchthar,Male,70 - 74 Years,Seeking economic job,3-5 months, 0
Panchthar,Male,70 - 74 Years,Seeking economic job,6-7 months, 8
Panchthar,Male,70 - 74 Years,Seeking economic job,8+ months,  8
