District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Occupation,Gender,Status of employment,Value
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Armed Forces,Female,Unpaid family worker,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Armed Forces,Female,Not stated,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Managers,Female,Employer,9
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Managers,Female,Employee,100
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Managers,Female,Own account holder,299
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Managers,Female,Unpaid family worker,16
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Managers,Female,Not stated,32
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Professionals,Female,Employer,27
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Professionals,Female,Employee,1452
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Professionals,Female,Own account holder,79
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Professionals,Female,Unpaid family worker,8
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Professionals,Female,Not stated,78
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Technicians and associate Prof.,Female,Employer,1
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Technicians and associate Prof.,Female,Employee,182
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Technicians and associate Prof.,Female,Own account holder,40
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Technicians and associate Prof.,Female,Unpaid family worker,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Technicians and associate Prof.,Female,Not stated,16
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Office assistance,Female,Employer,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Office assistance,Female,Employee,209
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Office assistance,Female,Own account holder,2
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Office assistance,Female,Unpaid family worker,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Office assistance,Female,Not stated,8
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Service & sale workers,Female,Employer,26
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Service & sale workers,Female,Employee,166
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Service & sale workers,Female,Own account holder,1737
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Service & sale workers,Female,Unpaid family worker,37
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Service & sale workers,Female,Not stated,95
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employer,422
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employee,1318
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Own account holder,44922
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Unpaid family worker,240
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Not stated,1458
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Craft and related trades workers,Female,Employer,9
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Craft and related trades workers,Female,Employee,358
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Craft and related trades workers,Female,Own account holder,481
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Craft and related trades workers,Female,Unpaid family worker,33
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Craft and related trades workers,Female,Not stated,51
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employer,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employee,27
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Own account holder,42
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Unpaid family worker,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Not stated,1
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Elementary Occupations,Female,Employer,2
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Elementary Occupations,Female,Employee,1899
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Elementary Occupations,Female,Own account holder,655
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Elementary Occupations,Female,Unpaid family worker,17
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Elementary Occupations,Female,Not stated,100
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Not Stated,Female,Employer,0
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Not Stated,Female,Employee,128
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Not Stated,Female,Own account holder,121
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Not Stated,Female,Unpaid family worker,8
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,Not Stated,Female,Not stated,127
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Armed Forces,Male,Employer,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Armed Forces,Male,Employee,103
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Armed Forces,Male,Own account holder,10
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Armed Forces,Male,Unpaid family worker,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Armed Forces,Male,Not stated,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Managers,Male,Employer,5
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Managers,Male,Employee,163
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Managers,Male,Own account holder,121
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Managers,Male,Unpaid family worker,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Managers,Male,Not stated,2
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Professionals,Male,Employer,21
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Professionals,Male,Employee,2514
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Professionals,Male,Own account holder,98
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Professionals,Male,Unpaid family worker,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Professionals,Male,Not stated,39
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Employer,11
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Employee,628
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Own account holder,47
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Unpaid family worker,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Not stated,31
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Office assistance,Male,Employer,16
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Office assistance,Male,Employee,932
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Office assistance,Male,Own account holder,36
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Office assistance,Male,Unpaid family worker,23
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Office assistance,Male,Not stated,38
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Service & sale workers,Male,Employer,27
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Service & sale workers,Male,Employee,678
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Service & sale workers,Male,Own account holder,1969
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Service & sale workers,Male,Unpaid family worker,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Service & sale workers,Male,Not stated,66
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employer,449
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employee,719
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Own account holder,25654
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Unpaid family worker,122
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Not stated,546
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Craft and related trades workers,Male,Employer,32
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Craft and related trades workers,Male,Employee,2362
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Craft and related trades workers,Male,Own account holder,1129
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Craft and related trades workers,Male,Unpaid family worker,12
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Craft and related trades workers,Male,Not stated,105
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Employer,1
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Employee,290
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Own account holder,55
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Unpaid family worker,16
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Plant & machine operators & assemblers,Male,Not stated,9
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Elementary Occupations,Male,Employer,26
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Elementary Occupations,Male,Employee,2729
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Elementary Occupations,Male,Own account holder,805
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Elementary Occupations,Male,Unpaid family worker,33
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Elementary Occupations,Male,Not stated,93
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Not Stated,Male,Employer,12
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Not Stated,Male,Employee,519
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Not Stated,Male,Own account holder,74
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Not Stated,Male,Unpaid family worker,19
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Not Stated,Male,Not stated,117
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Armed Forces,Female,Employer,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Armed Forces,Female,Employee,8
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Armed Forces,Female,Own account holder,19
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Armed Forces,Female,Unpaid family worker,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Armed Forces,Female,Not stated,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Managers,Female,Employer,2
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Managers,Female,Employee,24
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Managers,Female,Own account holder,22
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Managers,Female,Unpaid family worker,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Managers,Female,Not stated,3
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Professionals,Female,Employer,9
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Professionals,Female,Employee,935
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Professionals,Female,Own account holder,34
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Professionals,Female,Unpaid family worker,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Professionals,Female,Not stated,27
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Technicians and associate Prof.,Female,Employer,9
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Technicians and associate Prof.,Female,Employee,90
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Technicians and associate Prof.,Female,Own account holder,1
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Technicians and associate Prof.,Female,Unpaid family worker,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Technicians and associate Prof.,Female,Not stated,8
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Office assistance,Female,Employer,8
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Office assistance,Female,Employee,65
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Office assistance,Female,Own account holder,24
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Office assistance,Female,Unpaid family worker,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Office assistance,Female,Not stated,9
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Service & sale workers,Female,Employer,1
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Service & sale workers,Female,Employee,54
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Service & sale workers,Female,Own account holder,181
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Service & sale workers,Female,Unpaid family worker,4
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Service & sale workers,Female,Not stated,4
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employer,666
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Employee,437
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Own account holder,47237
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Unpaid family worker,572
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Female,Not stated,1184
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Craft and related trades workers,Female,Employer,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Craft and related trades workers,Female,Employee,246
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Craft and related trades workers,Female,Own account holder,580
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Craft and related trades workers,Female,Unpaid family worker,28
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Craft and related trades workers,Female,Not stated,33
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employer,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Employee,12
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Own account holder,24
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Unpaid family worker,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Plant & machine operators & assemblers,Female,Not stated,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Elementary Occupations,Female,Employer,24
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Elementary Occupations,Female,Employee,531
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Elementary Occupations,Female,Own account holder,2535
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Elementary Occupations,Female,Unpaid family worker,75
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Elementary Occupations,Female,Not stated,153
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Not Stated,Female,Employer,0
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Not Stated,Female,Employee,53
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Not Stated,Female,Own account holder,47
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Not Stated,Female,Unpaid family worker,23
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,Not Stated,Female,Not stated,37
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Armed Forces,Male,Employer,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Armed Forces,Male,Employee,58
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Armed Forces,Male,Own account holder,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Armed Forces,Male,Unpaid family worker,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Armed Forces,Male,Not stated,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Managers,Male,Employer,8
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Managers,Male,Employee,49
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Managers,Male,Own account holder,136
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Managers,Male,Unpaid family worker,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Managers,Male,Not stated,16
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Professionals,Male,Employer,33
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Professionals,Male,Employee,1686
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Professionals,Male,Own account holder,113
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Professionals,Male,Unpaid family worker,26
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Professionals,Male,Not stated,50
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Employer,8
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Employee,387
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Own account holder,57
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Unpaid family worker,8
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Technicians and associate Prof.,Male,Not stated,25
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Office assistance,Male,Employer,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Office assistance,Male,Employee,428
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Office assistance,Male,Own account holder,8
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Office assistance,Male,Unpaid family worker,0
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Office assistance,Male,Not stated,23
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Service & sale workers,Male,Employer,17
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Service & sale workers,Male,Employee,402
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Service & sale workers,Male,Own account holder,1600
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Service & sale workers,Male,Unpaid family worker,24
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Service & sale workers,Male,Not stated,40
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employer,254
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Employee,684
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Own account holder,21209
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,"Skilled agri.,forestry & fishery workers",Male,Unpaid family worker,90
